name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Henry,1930-09-14,Rachel,1922-06-28,Martin,1931-04-14,Henry was born on the day the Nazi Party increased its share of the vote. Rachel was born on the day the Irish Civil War began. Martin was born on the day the Second Spanish Republic was declared. The oldest is,1922-06-28,Rachel
Robert,1927-09-18,Andrew,1930-09-14,Frank,1924-11-04,Robert was born on the day Columbia Broadcasting System was founded. Andrew was born on the day the Nazi Party increased its share of the vote. Frank was born on the day Stanley Baldwin became Prime Minister. The oldest is,1924-11-04,Frank
Josh,1926-08-22,Martin,1928-11-18,Dallas,1925-07-18,Josh was born on the day General Georgios Kondylis overthrew General Theodoros Pangalos. Martin was born on the day Steamboat Willie was released. Dallas was born on the day Hitler's Mein Kampf was published. The oldest is,1925-07-18,Dallas
Robert,1927-05-13,Brandon,1921-12-15,Ryan,1929-06-05,Robert was born on the day the United Kingdom of Great Britain and Ireland became the United Kingdom of Great Britain and Northern Ireland. Brandon was born on the day the Pahlavi dynasty came to power. Ryan was born on the day Ramsay MacDonald became Prime Minister. The oldest is,1921-12-15,Brandon
Andrew,1923-10-11,Luke,1939-08-23,Maria,1933-03-04,Andrew was born on the day the Turkish War of Independence ended. Luke was born on the day the Molotov-Ribbentrop Pact was signed. Maria was born on the day Franklin D. Roosevelt was inaugurated. The oldest is,1923-10-11,Andrew
Dean,1923-10-16,Henry,1930-09-14,Michael,1932-09-09,Dean was born on the day The Walt Disney Company was founded. Henry was born on the day the Nazi Party increased its share of the vote. Michael was born on the day the Chaco War began. The oldest is,1923-10-16,Dean
Martin,1931-04-14,Marco,1930-05-27,Josh,1926-08-22,Martin was born on the day the Second Spanish Republic was declared. Marco was born on the day the construction of Chrysler Building was completed. Josh was born on the day General Georgios Kondylis overthrew General Theodoros Pangalos. The oldest is,1926-08-22,Josh
Connor,1929-03-04,Alex,1936-10-31,Rachel,1927-01-01,Connor was born on the day Herbert Hoover was inaugurated as President. Alex was born on the day the Boy Scouts of the Philippines were founded. Rachel was born on the day the BBC received a Royal charter. The oldest is,1927-01-01,Rachel
Charlie,1932-03-01,Steve,1926-08-22,Jack,1921-03-04,Charlie was born on the day of Lindbergh's child kidnapping. Steve was born on the day General Georgios Kondylis overthrew General Theodoros Pangalos. Jack was born on the day Warren G. Harding became President of the United States. The oldest is,1921-03-04,Jack
April,1937-12-13,Hunter,1920-01-17,Rose,1934-05-23,April was born on the day The Nanjing Massacre began. Hunter was born on the day Prohibition began in the United States. Rose was born on the day Bonnie and Clyde were killed. The oldest is,1920-01-17,Hunter
Max,1923-06-16,Luke,1928-09-03,William,1939-09-03,Max was born on the day the Russian Civil War ended. Luke was born on the day penicillin was rediscovered. William was born on the day World War II began. The oldest is,1923-06-16,Max
Kevin,1938-04-18,Grant,1922-11-14,Robert,1927-09-18,Superman was born on the day it had its first appearance. Grant was born on the day the British Broadcasting Corporation was established. Robert was born on the day Columbia Broadcasting System was founded. The oldest is,1922-11-14,Grant
Henry,1933-03-27,Marco,1931-12-12,Robert,1923-01-26,Henry was born on the day Japan announced its withdrawal from the League of Nations. Marco was born on the day Christ the Redeemer was completed. Robert was born on the day the Italian reconquest of Libya began. The oldest is,1923-01-26,Robert
Josh,1923-10-16,John,1935-05-31,Andrew,1931-02-12,Josh was born on the day The Walt Disney Company was founded. John was born on the day 20th Century Fox was established. Andrew was born on the day Vatican Radio started broadcasting. The oldest is,1923-10-16,Josh
Josh,1927-09-18,Hunter,1922-11-01,Blake,1939-09-13,Josh was born on the day Columbia Broadcasting System was founded. Hunter was born on the day the Ottoman Sultanate was abolished. Blake was born on the day Ferrari was founded. The oldest is,1922-11-01,Hunter
Charlie,1932-03-01,Connor,1922-12-16,Rose,1931-05-01,Charlie was born on the day of Lindbergh's child kidnapping. Connor was born on the day Gabriel Narutowicz was assassinated. Rose was born on the day the Empire State Building was completed. The oldest is,1922-12-16,Connor
Martin,1920-12-01,Alex,1928-09-03,Dallas,1922-06-28,Martin was born on the day the Mexican Revolution ended. Alex was born on the day penicillin was rediscovered. Dallas was born on the day the Irish Civil War began. The oldest is,1920-12-01,Martin
William,1939-04-01,Laura,1923-01-26,Luke,1939-08-25,William was born on the day the Spanish Civil War ended and Francisco Franco became dictator. Laura was born on the day the Italian reconquest of Libya began. Luke was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. The oldest is,1923-01-26,Laura
Fred,1938-06-15,Henry,1924-02-12,Jason,1932-03-09,Fred was born on the day László Bíró patented the first commercially successful ballpoint pen. Henry was born on the day Rhapsody in Blue premiered. Jason was born on the day Éamon de Valera became Prime Minister. The oldest is,1924-02-12,Henry
Grant,1922-11-14,Jerry,1934-07-25,Max,1923-06-16,Grant was born on the day the British Broadcasting Corporation was established. Jerry was born on the day Engelbert Dollfuss died. Max was born on the day the Russian Civil War ended. The oldest is,1922-11-14,Grant
Connor,1937-05-28,Scott,1923-10-16,Alex,1936-10-31,Connor was born on the day Neville Chamberlain became Prime Minister. Scott was born on the day The Walt Disney Company was founded. Alex was born on the day the Boy Scouts of the Philippines were founded. The oldest is,1923-10-16,Scott
April,1937-12-13,Alice,1939-09-13,Walker,1927-09-18,April was born on the day The Nanjing Massacre began. Alice was born on the day Ferrari was founded. Walker was born on the day Columbia Broadcasting System was founded. The oldest is,1927-09-18,Walker
George,1939-08-23,Charlie,1932-03-01,William,1934-07-25,George was born on the day the Molotov-Ribbentrop Pact was signed. Charlie was born on the day of Lindbergh's child kidnapping. William was born on the day Engelbert Dollfuss died. The oldest is,1932-03-01,Charlie
Kevin,1937-08-28,Laura,1923-01-26,Max,1923-03-03,Kevin was born on the day Toyota was founded. Laura was born on the day the Italian reconquest of Libya began. Max was born on the day Time Magazine was first published. The oldest is,1923-01-26,Laura
Max,1923-06-16,Scott,1923-10-16,Maria,1932-06-04,Max was born on the day the Russian Civil War ended. Scott was born on the day The Walt Disney Company was founded. Maria was born on the day a military coup occurred in Chile. The oldest is,1923-06-16,Max
Connor,1922-12-16,Laura,1923-01-26,Rose,1926-07-01,Connor was born on the day Gabriel Narutowicz was assassinated. Laura was born on the day the Italian reconquest of Libya began. Rose was born on the day the Kuomintang began the Northern Expedition. The oldest is,1922-12-16,Connor
Andrew,1923-06-16,Leon,1937-12-13,Josh,1937-12-21,Andrew was born on the day the Russian Civil War ended. Leon was born on the day The Nanjing Massacre began. Josh was born on the day Snow White and the Seven Dwarfs was released. The oldest is,1923-06-16,Andrew
George,1924-05-24,Aaron,1930-04-19,Luke,1939-08-23,George was born on the day the Immigration Act of 1924 took effect. Aaron was born on the day Sinkin' in the Bathtub was released. Luke was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1924-05-24,George
Luke,1928-09-03,Martin,1931-04-14,Laura,1923-08-02,Luke was born on the day penicillin was rediscovered. Martin was born on the day the Second Spanish Republic was declared. Laura was born on the day Warren G. Harding died and Calvin Coolidge took over. The oldest is,1923-08-02,Laura
Blake,1939-09-13,Scott,1931-12-12,Ian,1927-08-01,Blake was born on the day Ferrari was founded. Scott was born on the day Christ the Redeemer was completed. Ian was born on the day the Chinese Civil War began. The oldest is,1927-08-01,Ian
Neil,1936-05-09,Rachel,1920-01-17,George,1939-08-23,Neil was born on the day Italy annexed Ethiopia. Rachel was born on the day Prohibition began in the United States. George was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1920-01-17,Rachel
Aaron,1933-03-04,Max,1923-06-16,Tyler,1934-08-01,Aaron was born on the day Franklin D. Roosevelt was inaugurated. Max was born on the day the Russian Civil War ended. Tyler was born on the day the United States occupation of Haiti ended. The oldest is,1923-06-16,Max
Emily,1926-07-01,Matt,1935-06-12,Jack,1929-06-05,Emily was born on the day the Kuomintang began the Northern Expedition. Matt was born on the day the Chaco War ended. Jack was born on the day Ramsay MacDonald became Prime Minister. The oldest is,1926-07-01,Emily
Rose,1926-07-01,Laura,1927-11-12,William,1938-09-30,Rose was born on the day the Kuomintang began the Northern Expedition. Laura was born on the day Joseph Stalin became dictator. William was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. The oldest is,1926-07-01,Rose
Jerry,1931-05-01,Dallas,1922-06-28,Rachel,1921-12-15,Jerry was born on the day the Empire State Building was completed. Dallas was born on the day the Irish Civil War began. Rachel was born on the day the Pahlavi dynasty came to power. The oldest is,1921-12-15,Rachel
Max,1923-06-16,William,1925-01-03,Martin,1931-04-14,Max was born on the day the Russian Civil War ended. William was born on the day Benito Mussolini started his dictatorship. Martin was born on the day the Second Spanish Republic was declared. The oldest is,1923-06-16,Max
Dallas,1925-07-18,Andrew,1931-02-12,Aaron,1939-08-25,Dallas was born on the day Hitler's Mein Kampf was published. Andrew was born on the day Vatican Radio started broadcasting. Aaron was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. The oldest is,1925-07-18,Dallas
Fred,1934-08-02,Max,1923-06-16,Kevin,1938-04-18,Fred was born on the day Hitler declared himself Führer of Germany. Max was born on the day the Russian Civil War ended. Superman was born on the day it had its first appearance. The oldest is,1923-06-16,Max
Brandon,1921-12-15,Scott,1923-10-16,Rachel,1927-01-01,Brandon was born on the day the Pahlavi dynasty came to power. Scott was born on the day The Walt Disney Company was founded. Rachel was born on the day the BBC received a Royal charter. The oldest is,1921-12-15,Brandon
Kevin,1938-04-18,John,1935-05-31,Marco,1921-11-09,Superman was born on the day it had its first appearance. John was born on the day 20th Century Fox was established. Marco was born on the day the Italian National Fascist Party was established. The oldest is,1921-11-09,Marco
Emily,1929-06-05,Dallas,1933-03-27,Matt,1923-03-03,Emily was born on the day Ramsay MacDonald became Prime Minister. Dallas was born on the day Japan announced its withdrawal from the League of Nations. Matt was born on the day Time Magazine was first published. The oldest is,1923-03-03,Matt
Jason,1937-05-06,April,1935-09-15,Brandon,1924-02-12,Jason was born on the day the German airship Hindenburg crashed. April was born on the day the Nuremberg racial laws were enacted. Brandon was born on the day Rhapsody in Blue premiered. The oldest is,1924-02-12,Brandon
Leon,1939-09-13,Neil,1936-05-09,Andrew,1923-01-26,Leon was born on the day Ferrari was founded. Neil was born on the day Italy annexed Ethiopia. Andrew was born on the day the Italian reconquest of Libya began. The oldest is,1923-01-26,Andrew
Emily,1934-08-01,Connor,1922-12-16,Maria,1932-06-04,Emily was born on the day the United States occupation of Haiti ended. Connor was born on the day Gabriel Narutowicz was assassinated. Maria was born on the day a military coup occurred in Chile. The oldest is,1922-12-16,Connor
Fred,1938-06-15,Ryan,1923-10-29,William,1922-11-14,Fred was born on the day László Bíró patented the first commercially successful ballpoint pen. Ryan was born on the day Mustafa Kemal Atatürk became the President of Turkey. William was born on the day the British Broadcasting Corporation was established. The oldest is,1922-11-14,William
Tyler,1934-08-01,Dallas,1933-03-27,Hunter,1922-11-01,Tyler was born on the day the United States occupation of Haiti ended. Dallas was born on the day Japan announced its withdrawal from the League of Nations. Hunter was born on the day the Ottoman Sultanate was abolished. The oldest is,1922-11-01,Hunter
Marco,1921-11-09,Dallas,1922-06-28,Jack,1923-03-03,Marco was born on the day the Italian National Fascist Party was established. Dallas was born on the day the Irish Civil War began. Jack was born on the day Time Magazine was first published. The oldest is,1921-11-09,Marco
Jack,1923-03-03,William,1925-01-03,Martin,1928-11-18,Jack was born on the day Time Magazine was first published. William was born on the day Benito Mussolini started his dictatorship. Martin was born on the day Steamboat Willie was released. The oldest is,1923-03-03,Jack
Josh,1934-07-22,Jason,1934-03-24,Walker,1939-09-03,Josh was born on the day John Dillinger was gunned down by the FBI. Jason was born on the day the United States granted more autonomy to the Philippines. Walker was born on the day World War II began. The oldest is,1934-03-24,Jason
April,1939-09-13,Frank,1924-11-04,Alex,1928-09-03,April was born on the day Ferrari was founded. Frank was born on the day Stanley Baldwin became Prime Minister. Alex was born on the day penicillin was rediscovered. The oldest is,1924-11-04,Frank
Aaron,1939-08-25,Rose,1948-12-10,Kevin,1934-05-23,Aaron was born on the day Metro-Goldwyn-Mayer released The Wizard of Oz. Rose was born on the day the Universal Declaration of Human Rights was adopted. Kevin was born on the day Bonnie and Clyde were killed. The oldest is,1934-05-23,Kevin
Charlie,1933-03-27,Maria,1933-03-04,Joy,1945-08-15,Charlie was born on the day Japan announced its withdrawal from the League of Nations. Maria was born on the day Franklin D. Roosevelt was inaugurated. Joy was born on Victory over Japan Day. The oldest is,1933-03-04,Maria
Alex,1936-10-31,William,1938-09-30,April,1939-09-13,Alex was born on the day the Boy Scouts of the Philippines were founded. William was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. April was born on the day Ferrari was founded. The oldest is,1936-10-31,Alex
Kevin,1934-05-23,Matt,1936-10-31,Andrew,1930-09-14,Kevin was born on the day Bonnie and Clyde were killed. Matt was born on the day the Boy Scouts of the Philippines were founded. Andrew was born on the day the Nazi Party increased its share of the vote. The oldest is,1930-09-14,Andrew
Laura,1943-10-14,John,1935-05-31,Hunter,1949-10-01,Laura was born on the day José P. Laurel took the oath of office as President. John was born on the day 20th Century Fox was established. Hunter was born on the day the People's Republic of China was established. The oldest is,1935-05-31,John
Hunter,1949-10-07,Matt,1936-10-31,Scott,1946-10-27,Hunter was born on the day East Germany was created. Matt was born on the day the Boy Scouts of the Philippines were founded. Scott was born on the day the French Fourth Republic was established. The oldest is,1936-10-31,Matt
Dallas,1934-03-24,Hunter,1949-10-01,Rose,1940-05-15,Dallas was born on the day the United States granted more autonomy to the Philippines. Hunter was born on the day the People's Republic of China was established. Rose was born on the day McDonald's was founded. The oldest is,1934-03-24,Dallas
Laura,1943-10-14,Scott,1946-10-27,Mark,1944-06-06,Laura was born on the day José P. Laurel took the oath of office as President. Scott was born on the day the French Fourth Republic was established. Mark was born on the day of D-Day landings The oldest is,1943-10-14,Laura
Connor,1937-05-28,Aaron,1930-04-19,Bob,1946-08-16,Connor was born on the day Neville Chamberlain became Prime Minister. Aaron was born on the day Sinkin' in the Bathtub was released. Bob was born on the day Mustafa Barzani founded the Kurdistan Democratic Party. The oldest is,1930-04-19,Aaron
April,1937-12-13,Martin,1943-05-15,Rose,1940-09-07,April was born on the day The Nanjing Massacre began. Martin was born on the day the American Broadcasting Company was founded. Rose was born on the day The Blitz began. The oldest is,1937-12-13,April
William,1938-09-30,Kevin,1948-06-24,Connor,1945-09-02,William was born on the day the Munich Agreement handed Czechoslovakia to Nazi Germany. Kevin was born on the day the Berlin Blockade began. Connor was born on the day World War II ended in Asia. The oldest is,1938-09-30,William
Robert,1949-06-14,Rachel,1936-12-11,Leon,1945-10-08,Robert was born on the day Albert II became the first mammal in space. Rachel was born on the day Edward VIII abdicated the throne. Leon was born on the day the microwave cooking oven was patented. The oldest is,1936-12-11,Rachel
Dallas,1933-03-27,Rose,1940-09-07,Matt,1936-01-20,Dallas was born on the day Japan announced its withdrawal from the League of Nations. Rose was born on the day The Blitz began. Matt was born on the day Edward VIII became King. The oldest is,1933-03-27,Dallas
Walker,1939-09-03,Scott,1946-10-27,William,1948-05-14,Walker was born on the day World War II began. Scott was born on the day the French Fourth Republic was established. William was born on the day the United Nations established Israeli Independence. The oldest is,1939-09-03,Walker
Rose,1931-05-01,Alex,1936-10-31,Hunter,1949-10-07,Rose was born on the day the Empire State Building was completed. Alex was born on the day the Boy Scouts of the Philippines were founded. Hunter was born on the day East Germany was created. The oldest is,1931-05-01,Rose
Michael,1944-09-19,Kyle,1939-03-02,Jason,1932-03-09,Michael was born on the day the Continuation War ended. Kyle was born on the day Pius XII became Pope. Jason was born on the day Éamon de Valera became Prime Minister. The oldest is,1932-03-09,Jason
Jason,1948-01-30,Robert,1949-05-12,Blake,1948-06-24,Jason was born on the day Mahatma Gandhi was assassinated. Robert was born on the day the Berlin Blockade ended. Blake was born on the day the Berlin Blockade began. The oldest is,1948-01-30,Jason
Jason,1932-03-09,Jerry,1931-05-01,Jack,1942-04-09,Jason was born on the day Éamon de Valera became Prime Minister. Jerry was born on the day the Empire State Building was completed. Jack was born on the day of the Bataan Death March. The oldest is,1931-05-01,Jerry
Charlie,1932-03-01,Laura,1943-10-14,Luke,1939-08-23,Charlie was born on the day of Lindbergh's child kidnapping. Laura was born on the day José P. Laurel took the oath of office as President. Luke was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1932-03-01,Charlie
Fred,1934-08-02,Rose,1948-12-10,Blake,1939-09-13,Fred was born on the day Hitler declared himself Führer of Germany. Rose was born on the day the Universal Declaration of Human Rights was adopted. Blake was born on the day Ferrari was founded. The oldest is,1934-08-02,Fred
Josh,1937-12-21,Max,1934-03-24,Jack,1945-10-29,Josh was born on the day Snow White and the Seven Dwarfs was released. Max was born on the day the United States granted more autonomy to the Philippines. Jack was born on the day Getúlio Vargas was deposed. The oldest is,1934-03-24,Max
April,1935-09-15,Fred,1934-08-02,Jason,1944-06-06,April was born on the day the Nuremberg racial laws were enacted. Fred was born on the day Hitler declared himself Führer of Germany. Jason was born on the day of D-Day landings The oldest is,1934-08-02,Fred
Kevin,1937-08-28,Josh,1937-12-21,Peter,1948-04-16,Kevin was born on the day Toyota was founded. Josh was born on the day Snow White and the Seven Dwarfs was released. Peter was born on the day the OECD was founded. The oldest is,1937-08-28,Kevin
Kevin,1938-04-18,Matt,1949-10-07,Fred,1934-08-02,Superman was born on the day it had its first appearance. Matt was born on the day East Germany was created. Fred was born on the day Hitler declared himself Führer of Germany. The oldest is,1934-08-02,Fred
Frank,1934-10-16,April,1932-06-24,Alex,1943-01-15,Frank was born on the day Mao Zedong began the Long March. April was born on the day the Siamese Revolution established a constitutional monarchy. Alex was born on the day The Pentagon was completed. The oldest is,1932-06-24,April
Richard,1943-05-15,Connor,1937-05-28,Jason,1937-05-06,Richard was born on the day the American Broadcasting Company was founded. Connor was born on the day Neville Chamberlain became Prime Minister. Jason was born on the day the German airship Hindenburg crashed. The oldest is,1937-05-06,Jason
Max,1934-03-24,Aaron,1930-04-19,Bob,1946-08-16,Max was born on the day the United States granted more autonomy to the Philippines. Aaron was born on the day Sinkin' in the Bathtub was released. Bob was born on the day Mustafa Barzani founded the Kurdistan Democratic Party. The oldest is,1930-04-19,Aaron
Aaron,1930-04-19,Charlie,1945-04-12,Dean,1949-05-12,Aaron was born on the day Sinkin' in the Bathtub was released. Charlie was born on the day Harry Truman assumed office. Dean was born on the day the Berlin Blockade ended. The oldest is,1930-04-19,Aaron
George,1948-12-10,Neil,1936-05-09,Hope,1943-02-02,George was born on the day the Universal Declaration of Human Rights was adopted. Neil was born on the day Italy annexed Ethiopia. Hope was born on the day the Battle of Stalingrad ended. The oldest is,1936-05-09,Neil
Matt,1946-07-04,Alice,1939-09-13,Frank,1943-02-02,Matt was born on the day the Philippines declared independence. Alice was born on the day Ferrari was founded. Frank was born on the day the Battle of Stalingrad ended. The oldest is,1939-09-13,Alice
Joy,1945-08-15,George,1945-09-02,Michael,1944-09-19,Joy was born on Victory over Japan Day. George was born on the day World War II ended in Asia. Michael was born on the day the Continuation War ended. The oldest is,1944-09-19,Michael
Maria,1932-06-04,John,1942-04-09,Richard,1943-05-15,Maria was born on the day a military coup occurred in Chile. John was born on the day of the Bataan Death March. Richard was born on the day the American Broadcasting Company was founded. The oldest is,1932-06-04,Maria
Rose,1934-05-23,John,1932-12-19,George,1945-09-02,Rose was born on the day Bonnie and Clyde were killed. John was born on the day the BBC World Service started broadcasting. George was born on the day World War II ended in Asia. The oldest is,1932-12-19,John
Michael,1944-09-19,Rachel,1945-10-29,George,1939-08-23,Michael was born on the day the Continuation War ended. Rachel was born on the day Getúlio Vargas was deposed. George was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1939-08-23,George
Matt,1936-01-20,Jack,1942-04-09,Jason,1937-05-06,Matt was born on the day Edward VIII became King. Jack was born on the day of the Bataan Death March. Jason was born on the day the German airship Hindenburg crashed. The oldest is,1936-01-20,Matt
Jerry,1934-07-25,Kevin,1948-06-24,George,1939-08-23,Jerry was born on the day Engelbert Dollfuss died. Kevin was born on the day the Berlin Blockade began. George was born on the day the Molotov-Ribbentrop Pact was signed. The oldest is,1934-07-25,Jerry
Charlie,1946-10-27,Joy,1948-01-30,Leon,1944-07-20,Charlie was born on the day the French Fourth Republic was established. Joy was born on the day Mahatma Gandhi was assassinated. Leon was born on the day Adolf Hitler survived the assassination attempt. The oldest is,1944-07-20,Leon
George,1948-12-10,Hunter,1948-04-16,Luke,1943-05-15,George was born on the day the Universal Declaration of Human Rights was adopted. Hunter was born on the day the OECD was founded. Luke was born on the day the American Broadcasting Company was founded. The oldest is,1943-05-15,Luke
Ian,1934-07-22,Maria,1941-12-07,Tyler,1934-08-01,Ian was born on the day John Dillinger was gunned down by the FBI. Maria was born on the day the Japanese Attack on Pearl Harbor occurred. Tyler was born on the day the United States occupation of Haiti ended. The oldest is,1934-07-22,Ian
Dean,1949-05-12,Josh,1931-11-07,Henry,1933-03-27,Dean was born on the day the Berlin Blockade ended. Josh was born on the day the Chinese Soviet Republic was proclaimed. Henry was born on the day Japan announced its withdrawal from the League of Nations. The oldest is,1931-11-07,Josh
Andrew,1949-05-23,Marco,1930-05-27,Luke,1943-05-15,Andrew was born on the day West Germany was created. Marco was born on the day the construction of Chrysler Building was completed. Luke was born on the day the American Broadcasting Company was founded. The oldest is,1930-05-27,Marco
Steve,1945-04-28,Robert,1949-06-14,Fred,1934-08-02,Steve was born on the day Benito Mussolini was executed. Robert was born on the day Albert II became the first mammal in space. Fred was born on the day Hitler declared himself Führer of Germany. The oldest is,1934-08-02,Fred
Max,1933-01-30,Leon,1944-07-20,Hope,1943-02-02,Max was born on the day Adolf Hitler became Chancellor of Germany. Leon was born on the day Adolf Hitler survived the assassination attempt. Hope was born on the day the Battle of Stalingrad ended. The oldest is,1933-01-30,Max
Tyler,1937-05-06,Henry,1933-03-27,Neil,1936-05-09,Tyler was born on the day the German airship Hindenburg crashed. Henry was born on the day Japan announced its withdrawal from the League of Nations. Neil was born on the day Italy annexed Ethiopia. The oldest is,1933-03-27,Henry
Josh,1934-07-22,Jason,1937-05-06,Frank,1943-02-02,Josh was born on the day John Dillinger was gunned down by the FBI. Jason was born on the day the German airship Hindenburg crashed. Frank was born on the day the Battle of Stalingrad ended. The oldest is,1934-07-22,Josh
Andrew,1949-05-23,Charlie,1946-03-22,Rose,1940-09-07,Andrew was born on the day West Germany was created. Charlie was born on the day Jordan gained independence. Rose was born on the day The Blitz began. The oldest is,1940-09-07,Rose
Laura,1943-10-14,Leon,1945-10-08,Mark,1944-06-06,Laura was born on the day José P. Laurel took the oath of office as President. Leon was born on the day the microwave cooking oven was patented. Mark was born on the day of D-Day landings The oldest is,1943-10-14,Laura
Fred,1934-08-02,George,1945-09-02,Blake,1948-06-24,Fred was born on the day Hitler declared himself Führer of Germany. George was born on the day World War II ended in Asia. Blake was born on the day the Berlin Blockade began. The oldest is,1934-08-02,Fred
Jason,1937-05-06,Blake,1949-05-23,George,1948-12-10,Jason was born on the day the German airship Hindenburg crashed. Blake was born on the day West Germany was created. George was born on the day the Universal Declaration of Human Rights was adopted. The oldest is,1937-05-06,Jason
Andrew,1930-09-14,Hunter,1948-04-16,John,1932-12-19,Andrew was born on the day the Nazi Party increased its share of the vote. Hunter was born on the day the OECD was founded. John was born on the day the BBC World Service started broadcasting. The oldest is,1930-09-14,Andrew
Max,1933-01-30,Maria,1933-03-04,Peter,1949-05-12,Max was born on the day Adolf Hitler became Chancellor of Germany. Maria was born on the day Franklin D. Roosevelt was inaugurated. Peter was born on the day the Berlin Blockade ended. The oldest is,1933-01-30,Max
Peter,1949-05-12,Scott,1931-12-12,William,1948-05-14,Peter was born on the day the Berlin Blockade ended. Scott was born on the day Christ the Redeemer was completed. William was born on the day the United Nations established Israeli Independence. The oldest is,1931-12-12,Scott
Charlie,1933-03-27,Andrew,1949-06-08,Rachel,1936-12-11,Charlie was born on the day Japan announced its withdrawal from the League of Nations. Andrew was born on the day George Orwell published Nineteen Eighty-Four. Rachel was born on the day Edward VIII abdicated the throne. The oldest is,1933-03-27,Charlie
Maria,1941-12-07,Aaron,1933-03-04,Fred,1944-01-27,Maria was born on the day the Japanese Attack on Pearl Harbor occurred. Aaron was born on the day Franklin D. Roosevelt was inaugurated. Fred was born on the day the Siege of Leningrad ended. The oldest is,1933-03-04,Aaron
Jack,1945-10-29,Charlie,1946-03-22,Leon,1946-06-09,Jack was born on the day Getúlio Vargas was deposed. Charlie was born on the day Jordan gained independence. Leon was born on the day Bhumibol Adulyadej became King of Thailand. The oldest is,1945-10-29,Jack
Kevin,1948-06-24,Jason,1948-01-30,Richard,1943-05-15,Kevin was born on the day the Berlin Blockade began. Jason was born on the day Mahatma Gandhi was assassinated. Richard was born on the day the American Broadcasting Company was founded. The oldest is,1943-05-15,Richard
Mark,1944-06-06,Richard,1937-09-21,Jack,1945-10-29,Mark was born on the day of D-Day landings Richard was born on the day The Hobbit was published. Jack was born on the day Getúlio Vargas was deposed. The oldest is,1937-09-21,Richard
Tyler,1934-08-01,Matt,1949-10-07,Henry,1933-03-27,Tyler was born on the day the United States occupation of Haiti ended. Matt was born on the day East Germany was created. Henry was born on the day Japan announced its withdrawal from the League of Nations. The oldest is,1933-03-27,Henry
William,1939-09-03,Andrew,1930-09-14,Rachel,1945-10-29,William was born on the day World War II began. Andrew was born on the day the Nazi Party increased its share of the vote. Rachel was born on the day Getúlio Vargas was deposed. The oldest is,1930-09-14,Andrew
Bob,1944-09-19,Ian,1934-07-22,Jerry,1934-07-25,Bob was born on the day the Continuation War ended. Ian was born on the day John Dillinger was gunned down by the FBI. Jerry was born on the day Engelbert Dollfuss died. The oldest is,1934-07-22,Ian
Max,1934-03-24,Walker,1949-06-14,Martin,1931-04-14,Max was born on the day the United States granted more autonomy to the Philippines. Walker was born on the day Albert II became the first mammal in space. Martin was born on the day the Second Spanish Republic was declared. The oldest is,1931-04-14,Martin
Frank,1934-10-16,Blake,1948-06-24,Marco,1930-05-27,Frank was born on the day Mao Zedong began the Long March. Blake was born on the day the Berlin Blockade began. Marco was born on the day the construction of Chrysler Building was completed. The oldest is,1930-05-27,Marco
April,1939-09-13,Jerry,1941-09-08,Maria,1949-05-23,April was born on the day Ferrari was founded. Jerry was born on the day the Siege of Leningrad began. Maria was born on the day West Germany was created. The oldest is,1939-09-13,April
Marco,1931-12-12,Frank,1934-10-16,Charlie,1946-10-27,Marco was born on the day Christ the Redeemer was completed. Frank was born on the day Mao Zedong began the Long March. Charlie was born on the day the French Fourth Republic was established. The oldest is,1931-12-12,Marco
Leon,1945-10-08,Ryan,1945-08-15,Alice,1939-09-13,Leon was born on the day the microwave cooking oven was patented. Ryan was born on Victory over Japan Day. Alice was born on the day Ferrari was founded. The oldest is,1939-09-13,Alice
John,1944-06-06,Jason,1948-01-30,Dallas,1933-03-27,John was born on the day of D-Day landings Jason was born on the day Mahatma Gandhi was assassinated. Dallas was born on the day Japan announced its withdrawal from the League of Nations. The oldest is,1933-03-27,Dallas
Mark,1948-01-30,Henry,1930-09-14,Aaron,1941-09-08,Mark was born on the day Mahatma Gandhi was assassinated. Henry was born on the day the Nazi Party increased its share of the vote. Aaron was born on the day the Siege of Leningrad began. The oldest is,1930-09-14,Henry
Scott,1933-03-27,April,1937-12-13,Fred,1938-06-15,Scott was born on the day Japan announced its withdrawal from the League of Nations. April was born on the day The Nanjing Massacre began. Fred was born on the day László Bíró patented the first commercially successful ballpoint pen. The oldest is,1933-03-27,Scott
Ian,1934-07-22,Mark,1948-01-30,Rose,1934-05-23,Ian was born on the day John Dillinger was gunned down by the FBI. Mark was born on the day Mahatma Gandhi was assassinated. Rose was born on the day Bonnie and Clyde were killed. The oldest is,1934-05-23,Rose
