name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
William,2019-06-06,Andrew,2019-12-13,Scott,2019-03-15,"['William', 'Andrew', 'Scott']",William sent a package on the 6th of June. Andrew sent a package on the 13th of December. Scott sent a package on the 15th of March. The only person that sent a package in March is,2019-03-15,March,2,Scott
Laura,2019-03-25,Scott,2019-04-07,Kyle,2019-01-30,"['Laura', 'Scott', 'Kyle']",Laura threw a party on the 25th of March. Scott threw a party on the 7th of April. Kyle threw a party on the 30th of January. The only person that threw a party in April is,2019-04-07,April,3,Scott
Aaron,2019-06-11,Dean,2019-03-17,Robert,2019-07-16,"['Aaron', 'Dean', 'Robert']",Aaron went to a Thai restaurant on the 11th of June. Dean went to a Thai restaurant on the 17th of March. Robert went to a Thai restaurant on the 16th of July. The only person that went to a Thai restaurant in June is,2019-06-11,June,5,Aaron
Max,2019-03-24,Richard,2019-02-10,Blake,2019-06-15,"['Max', 'Richard', 'Blake']",Max bought a new phone on the 24th of March. Richard bought a new phone on the 10th of February. Blake bought a new phone on the 15th of June. The only person that bought a new phone in June is,2019-06-15,June,5,Blake
Alex,2019-01-15,Jack,2019-05-28,Andrew,2019-01-19,"['Alex', 'Jack', 'Andrew']",Alex cleaned the windows on the 15th of January. Jack cleaned the windows on the 28th of May. Andrew cleaned the windows on the 19th of January. The only person that cleaned the windows in May is,2019-05-28,May,4,Jack
Alex,2019-02-06,Neil,2019-10-15,Matt,2019-05-25,"['Alex', 'Neil', 'Matt']",Alex baked a cake on the 6th of February. Neil baked a cake on the 15th of October. Matt baked a cake on the 25th of May. The only person that baked a cake in February is,2019-02-06,February,1,Alex
Mark,2019-09-21,Luke,2019-12-05,Emily,2019-03-31,"['Mark', 'Luke', 'Emily']",Mark donated clothes on the 21st of September. Luke donated clothes on the 5th of December. Emily donated clothes on the 31st of March. The only person that donated clothes in March is,2019-03-31,March,2,Emily
Andrew,2019-07-26,Alex,2019-04-04,Richard,2019-09-17,"['Andrew', 'Alex', 'Richard']",Andrew alphabetized the bookshelf on the 26th of July. Alex alphabetized the bookshelf on the 4th of April. Richard alphabetized the bookshelf on the 17th of September. The only person that alphabetized the bookshelf in July is,2019-07-26,July,6,Andrew
Joy,2019-11-04,Martin,2019-11-20,Jack,2019-10-24,"['Joy', 'Martin', 'Jack']",Joy took a bus on the 4th of November. Martin took a bus on the 20th of November. Jack took a bus on the 24th of October. The only person that took a bus in October is,2019-10-24,October,9,Jack
Martin,2019-04-25,Andrew,2019-03-05,Scott,2019-03-02,"['Martin', 'Andrew', 'Scott']",Martin visited a new city on the 25th of April. Andrew visited a new city on the 5th of March. Scott visited a new city on the 2nd of March. The only person that visited a new city in April is,2019-04-25,April,3,Martin
Mark,2019-10-14,Ryan,2019-02-17,Jack,2019-10-24,"['Mark', 'Ryan', 'Jack']",Mark planted a tree on the 14th of October. Ryan planted a tree on the 17th of February. Jack planted a tree on the 24th of October. The only person that planted a tree in February is,2019-02-17,February,1,Ryan
Mark,2019-05-20,Blake,2019-06-15,Jason,2019-03-14,"['Mark', 'Blake', 'Jason']",Mark went to an Indian restaurant on the 20th of May. Blake went to an Indian restaurant on the 15th of June. Jason went to an Indian restaurant on the 14th of March. The only person that went to an Indian restaurant in March is,2019-03-14,March,2,Jason
George,2019-05-25,Rose,2019-03-01,Luke,2019-11-22,"['George', 'Rose', 'Luke']",George arrived in the UK on the 25th of May. Rose arrived in the UK on the 1st of March. Luke arrived in the UK on the 22nd of November. The only person that arrived in the UK in May is,2019-05-25,May,4,George
Jack,2019-03-25,Luke,2019-12-05,Steve,2019-02-26,"['Jack', 'Luke', 'Steve']",Jack played chess on the 25th of March. Luke played chess on the 5th of December. Steve played chess on the 26th of February. The only person that played chess in December is,2019-12-05,December,11,Luke
Brandon,2019-11-01,Mark,2019-05-14,Hunter,2019-09-22,"['Brandon', 'Mark', 'Hunter']",Brandon donated clothes on the 1st of November. Mark donated clothes on the 14th of May. Hunter donated clothes on the 22nd of September. The only person that donated clothes in May is,2019-05-14,May,4,Mark
Mark,2019-06-18,Aaron,2019-11-12,Max,2019-01-23,"['Mark', 'Aaron', 'Max']",Mark returned from vacation on the 18th of June. Aaron returned from vacation on the 12th of November. Max returned from vacation on the 23rd of January. The only person that returned from vacation in June is,2019-06-18,June,5,Mark
Tyler,2019-06-23,Matt,2019-05-25,Henry,2019-04-03,"['Tyler', 'Matt', 'Henry']",Tyler washed the car on the 23rd of June. Matt washed the car on the 25th of May. Henry washed the car on the 3rd of April. The only person that washed the car in May is,2019-05-25,May,4,Matt
Robert,2019-03-04,John,2019-09-24,Andrew,2019-02-28,"['Robert', 'John', 'Andrew']",Robert passed an exam on the 4th of March. John passed an exam on the 24th of September. Andrew passed an exam on the 28th of February. The only person that passed an exam in September is,2019-09-24,September,8,John
Martin,2019-01-21,Brandon,2019-03-15,Jason,2019-03-14,"['Martin', 'Brandon', 'Jason']",Martin painted a mural on the 21st of January. Brandon painted a mural on the 15th of March. Jason painted a mural on the 14th of March. The only person that painted a mural in January is,2019-01-21,January,0,Martin
Charlie,2019-01-18,Alex,2019-07-03,Luke,2019-08-09,"['Charlie', 'Alex', 'Luke']",Charlie went to an Indian restaurant on the 18th of January. Alex went to an Indian restaurant on the 3rd of July. Luke went to an Indian restaurant on the 9th of August. The only person that went to an Indian restaurant in August is,2019-08-09,August,7,Luke
Laura,2019-10-30,Neil,2019-06-21,Jason,2019-10-04,"['Laura', 'Neil', 'Jason']",Laura watched a documentary on the 30th of October. Neil watched a documentary on the 21st of June. Jason watched a documentary on the 4th of October. The only person that watched a documentary in June is,2019-06-21,June,5,Neil
Matt,2019-08-06,Connor,2019-10-15,Jerry,2019-10-20,"['Matt', 'Connor', 'Jerry']",Matt got a birthday gift on the 6th of August. Connor got a birthday gift on the 15th of October. Jerry got a birthday gift on the 20th of October. The only person that got a birthday gift in August is,2019-08-06,August,7,Matt
Jason,2019-03-14,Max,2019-02-15,Matt,2019-11-25,"['Jason', 'Max', 'Matt']",Jason cleaned the basement on the 14th of March. Max cleaned the basement on the 15th of February. Matt cleaned the basement on the 25th of November. The only person that cleaned the basement in March is,2019-03-14,March,2,Jason
Hunter,2019-06-28,Maria,2019-07-24,Matt,2019-11-10,"['Hunter', 'Maria', 'Matt']",Hunter washed the dog on the 28th of June. Maria washed the dog on the 24th of July. Matt washed the dog on the 10th of November. The only person that washed the dog in November is,2019-11-10,November,10,Matt
Josh,2019-08-16,Andrew,2019-11-26,Grant,2019-07-06,"['Josh', 'Andrew', 'Grant']",Josh cleaned the garage on the 16th of August. Andrew cleaned the garage on the 26th of November. Grant cleaned the garage on the 6th of July. The only person that cleaned the garage in August is,2019-08-16,August,7,Josh
William,2019-06-25,Emily,2019-01-31,Scott,2019-05-04,"['William', 'Emily', 'Scott']",William got a massage on the 25th of June. Emily got a massage on the 31st of January. Scott got a massage on the 4th of May. The only person that got a massage in May is,2019-05-04,May,4,Scott
April,2019-12-03,Andrew,2019-03-01,Neil,2019-11-17,"['April', 'Andrew', 'Neil']",April had a picnic on the 3rd of December. Andrew had a picnic on the 1st of March. Neil had a picnic on the 17th of November. The only person that had a picnic in December is,2019-12-03,December,11,April
Max,2019-02-03,Grant,2019-06-12,Matt,2019-01-13,"['Max', 'Grant', 'Matt']",Max refinanced the mortgage on the 3rd of February. Grant refinanced the mortgage on the 12th of June. Matt refinanced the mortgage on the 13th of January. The only person that refinanced the mortgage in June is,2019-06-12,June,5,Grant
Jerry,2019-02-08,Brandon,2019-08-30,Emily,2019-01-31,"['Jerry', 'Brandon', 'Emily']",Jerry cleaned the attic on the 8th of February. Brandon cleaned the attic on the 30th of August. Emily cleaned the attic on the 31st of January. The only person that cleaned the attic in February is,2019-02-08,February,1,Jerry
Luke,2019-03-02,Marco,2019-10-17,Josh,2019-10-21,"['Luke', 'Marco', 'Josh']",Luke arrived in Germany on the 2nd of March. Marco arrived in Germany on the 17th of October. Josh arrived in Germany on the 21st of October. The only person that arrived in Germany in March is,2019-03-02,March,2,Luke
Bob,2019-06-26,Laura,2019-10-07,Jerry,2019-01-19,"['Bob', 'Laura', 'Jerry']",Bob reorganized the closet on the 26th of June. Laura reorganized the closet on the 7th of October. Jerry reorganized the closet on the 19th of January. The only person that reorganized the closet in October is,2019-10-07,October,9,Laura
April,2019-12-24,Maria,2019-09-12,Peter,2019-05-17,"['April', 'Maria', 'Peter']",April called a friend on the 24th of December. Maria called a friend on the 12th of September. Peter called a friend on the 17th of May. The only person that called a friend in September is,2019-09-12,September,8,Maria
Jack,2019-12-21,Blake,2019-04-27,Leon,2019-09-24,"['Jack', 'Blake', 'Leon']",Jack planted a tree on the 21st of December. Blake planted a tree on the 27th of April. Leon planted a tree on the 24th of September. The only person that planted a tree in December is,2019-12-21,December,11,Jack
John,2019-11-23,Dean,2019-05-09,Scott,2019-03-11,"['John', 'Dean', 'Scott']",John left for vacation on the 23rd of November. Dean left for vacation on the 9th of May. Scott left for vacation on the 11th of March. The only person that left for vacation in November is,2019-11-23,November,10,John
Brandon,2019-01-03,Grant,2019-12-03,Emily,2019-09-24,"['Brandon', 'Grant', 'Emily']",Brandon got a birthday gift on the 3rd of January. Grant got a birthday gift on the 3rd of December. Emily got a birthday gift on the 24th of September. The only person that got a birthday gift in December is,2019-12-03,December,11,Grant
Steve,2019-03-03,Fred,2019-12-27,Josh,2019-10-04,"['Steve', 'Fred', 'Josh']",Steve arrived in the UK on the 3rd of March. Fred arrived in the UK on the 27th of December. Josh arrived in the UK on the 4th of October. The only person that arrived in the UK in October is,2019-10-04,October,9,Josh
Hope,2019-05-31,Dallas,2019-05-12,Scott,2019-07-20,"['Hope', 'Dallas', 'Scott']",Hope went to the zoo on the 31st of May. Dallas went to the zoo on the 12th of May. Scott went to the zoo on the 20th of July. The only person that went to the zoo in July is,2019-07-20,July,6,Scott
Fred,2019-04-10,Rose,2019-08-27,Tyler,2019-11-21,"['Fred', 'Rose', 'Tyler']",Fred took a taxi on the 10th of April. Rose took a taxi on the 27th of August. Tyler took a taxi on the 21st of November. The only person that took a taxi in November is,2019-11-21,November,10,Tyler
Michael,2019-05-27,Neil,2019-02-14,Kyle,2019-12-25,"['Michael', 'Neil', 'Kyle']",Michael went to an Indian restaurant on the 27th of May. Neil went to an Indian restaurant on the 14th of February. Kyle went to an Indian restaurant on the 25th of December. The only person that went to an Indian restaurant in May is,2019-05-27,May,4,Michael
Hunter,2019-07-06,Jason,2019-07-09,Neil,2019-11-14,"['Hunter', 'Jason', 'Neil']",Hunter left for vacation on the 6th of July. Jason left for vacation on the 9th of July. Neil left for vacation on the 14th of November. The only person that left for vacation in November is,2019-11-14,November,10,Neil
Robert,2019-10-23,Bob,2019-07-20,Leon,2019-01-24,"['Robert', 'Bob', 'Leon']",Robert bought a new phone on the 23rd of October. Bob bought a new phone on the 20th of July. Leon bought a new phone on the 24th of January. The only person that bought a new phone in July is,2019-07-20,July,6,Bob
Andrew,2019-03-01,Kevin,2019-03-31,Joy,2019-07-25,"['Andrew', 'Kevin', 'Joy']",Andrew took a boat on the 1st of March. Kevin took a boat on the 31st of March. Joy took a boat on the 25th of July. The only person that took a boat in July is,2019-07-25,July,6,Joy
William,2019-05-14,Leon,2019-01-29,Connor,2019-01-08,"['William', 'Leon', 'Connor']",William donated blood on the 14th of May. Leon donated blood on the 29th of January. Connor donated blood on the 8th of January. The only person that donated blood in May is,2019-05-14,May,4,William
Laura,2019-04-06,Dean,2019-06-21,Connor,2019-01-08,"['Laura', 'Dean', 'Connor']",Laura passed an exam on the 6th of April. Dean passed an exam on the 21st of June. Connor passed an exam on the 8th of January. The only person that passed an exam in January is,2019-01-08,January,0,Connor
Rachel,2019-10-05,Richard,2019-12-07,Hunter,2019-05-19,"['Rachel', 'Richard', 'Hunter']",Rachel arrived in the UK on the 5th of October. Richard arrived in the UK on the 7th of December. Hunter arrived in the UK on the 19th of May. The only person that arrived in the UK in May is,2019-05-19,May,4,Hunter
Leon,2019-01-29,Max,2019-01-12,Andrew,2019-02-28,"['Leon', 'Max', 'Andrew']",Leon ran a marathon on the 29th of January. Max ran a marathon on the 12th of January. Andrew ran a marathon on the 28th of February. The only person that ran a marathon in February is,2019-02-28,February,1,Andrew
Jason,2019-03-26,Hunter,2019-03-11,Dallas,2019-11-05,"['Jason', 'Hunter', 'Dallas']",Jason cleaned the basement on the 26th of March. Hunter cleaned the basement on the 11th of March. Dallas cleaned the basement on the 5th of November. The only person that cleaned the basement in November is,2019-11-05,November,10,Dallas
Emily,2019-05-21,Luke,2019-11-12,Jerry,2019-11-03,"['Emily', 'Luke', 'Jerry']",Emily painted a portrait on the 21st of May. Luke painted a portrait on the 12th of November. Jerry painted a portrait on the 3rd of November. The only person that painted a portrait in May is,2019-05-21,May,4,Emily
Kevin,2019-11-16,George,2019-07-24,Hunter,2019-06-28,"['Kevin', 'George', 'Hunter']",Kevin planted a tree on the 16th of November. George planted a tree on the 24th of July. Hunter planted a tree on the 28th of June. The only person that planted a tree in November is,2019-11-16,November,10,Kevin
Neil,2019-08-16,Kevin,2019-08-01,Robert,2019-07-02,"['Neil', 'Kevin', 'Robert']",Neil washed the car on the 16th of August. Kevin washed the car on the 1st of August. Robert washed the car on the 2nd of July. The only person that washed the car in July is,2019-07-02,July,6,Robert
April,2019-12-03,Frank,2019-11-28,George,2019-09-26,"['April', 'Frank', 'George']",April went to the museum on the 3rd of December. Frank went to the museum on the 28th of November. George went to the museum on the 26th of September. The only person that went to the museum in December is,2019-12-03,December,11,April
Rose,2019-08-21,Fred,2019-01-16,John,2019-11-15,"['Rose', 'Fred', 'John']",Rose refinanced the mortgage on the 21st of August. Fred refinanced the mortgage on the 16th of January. John refinanced the mortgage on the 15th of November. The only person that refinanced the mortgage in November is,2019-11-15,November,10,John
Andrew,2019-05-18,Grant,2019-10-21,George,2019-01-19,"['Andrew', 'Grant', 'George']",Andrew won a prize on the 18th of May. Grant won a prize on the 21st of October. George won a prize on the 19th of January. The only person that won a prize in January is,2019-01-19,January,0,George
Andrew,2019-03-01,Peter,2019-11-14,Leon,2019-07-24,"['Andrew', 'Peter', 'Leon']",Andrew played chess on the 1st of March. Peter played chess on the 14th of November. Leon played chess on the 24th of July. The only person that played chess in July is,2019-07-24,July,6,Leon
Neil,2019-11-14,Andrew,2019-01-19,Jerry,2019-11-02,"['Neil', 'Andrew', 'Jerry']",Neil took a taxi on the 14th of November. Andrew took a taxi on the 19th of January. Jerry took a taxi on the 2nd of November. The only person that took a taxi in January is,2019-01-19,January,0,Andrew
John,2019-06-07,Connor,2019-08-10,Martin,2019-08-16,"['John', 'Connor', 'Martin']",John cleaned the attic on the 7th of June. Connor cleaned the attic on the 10th of August. Martin cleaned the attic on the 16th of August. The only person that cleaned the attic in June is,2019-06-07,June,5,John
Bob,2019-09-14,Brandon,2019-08-30,George,2019-04-08,"['Bob', 'Brandon', 'George']",Bob attended a funeral on the 14th of September. Brandon attended a funeral on the 30th of August. George attended a funeral on the 8th of April. The only person that attended a funeral in August is,2019-08-30,August,7,Brandon
Kyle,2019-11-01,Peter,2019-05-30,Jack,2019-03-25,"['Kyle', 'Peter', 'Jack']",Kyle took a plane on the 1st of November. Peter took a plane on the 30th of May. Jack took a plane on the 25th of March. The only person that took a plane in November is,2019-11-01,November,10,Kyle
William,2019-09-09,Alex,2019-07-07,Jason,2019-05-31,"['William', 'Alex', 'Jason']",William returned from vacation on the 9th of September. Alex returned from vacation on the 7th of July. Jason returned from vacation on the 31st of May. The only person that returned from vacation in September is,2019-09-09,September,8,William
Leon,2019-08-30,Michael,2019-02-10,Jason,2019-02-23,"['Leon', 'Michael', 'Jason']",Leon got a manicure on the 30th of August. Michael got a manicure on the 10th of February. Jason got a manicure on the 23rd of February. The only person that got a manicure in August is,2019-08-30,August,7,Leon
Kevin,2019-09-16,Richard,2019-01-26,Kyle,2019-03-16,"['Kevin', 'Richard', 'Kyle']",Kevin had a picnic on the 16th of September. Richard had a picnic on the 26th of January. Kyle had a picnic on the 16th of March. The only person that had a picnic in January is,2019-01-26,January,0,Richard
Rachel,2019-09-25,Neil,2019-01-17,Kyle,2019-01-26,"['Rachel', 'Neil', 'Kyle']",Rachel alphabetized the bookshelf on the 25th of September. Neil alphabetized the bookshelf on the 17th of January. Kyle alphabetized the bookshelf on the 26th of January. The only person that alphabetized the bookshelf in September is,2019-09-25,September,8,Rachel
Scott,2019-06-21,Jack,2019-06-16,Andrew,2019-04-21,"['Scott', 'Jack', 'Andrew']",Scott watered the plants on the 21st of June. Jack watered the plants on the 16th of June. Andrew watered the plants on the 21st of April. The only person that watered the plants in April is,2019-04-21,April,3,Andrew
Luke,2019-02-09,Jack,2019-05-28,Andrew,2019-11-13,"['Luke', 'Jack', 'Andrew']",Luke watered the plants on the 9th of February. Jack watered the plants on the 28th of May. Andrew watered the plants on the 13th of November. The only person that watered the plants in February is,2019-02-09,February,1,Luke
George,2019-07-06,Hope,2019-05-25,Dean,2019-11-16,"['George', 'Hope', 'Dean']",George cooked lasagna on the 6th of July. Hope cooked lasagna on the 25th of May. Dean cooked lasagna on the 16th of November. The only person that cooked lasagna in November is,2019-11-16,November,10,Dean
Peter,2019-11-14,Grant,2019-01-31,Frank,2019-04-10,"['Peter', 'Grant', 'Frank']",Peter took a bus on the 14th of November. Grant took a bus on the 31st of January. Frank took a bus on the 10th of April. The only person that took a bus in April is,2019-04-10,April,3,Frank
Dallas,2019-10-30,Jason,2019-10-11,Frank,2019-08-27,"['Dallas', 'Jason', 'Frank']",Dallas got a manicure on the 30th of October. Jason got a manicure on the 11th of October. Frank got a manicure on the 27th of August. The only person that got a manicure in August is,2019-08-27,August,7,Frank
Henry,2019-04-06,Robert,2019-02-28,Josh,2019-11-20,"['Henry', 'Robert', 'Josh']",Henry visited their family on the 6th of April. Robert visited their family on the 28th of February. Josh visited their family on the 20th of November. The only person that visited their family in April is,2019-04-06,April,3,Henry
George,2019-01-19,Dean,2019-09-28,Luke,2019-01-13,"['George', 'Dean', 'Luke']",George went to the zoo on the 19th of January. Dean went to the zoo on the 28th of September. Luke went to the zoo on the 13th of January. The only person that went to the zoo in September is,2019-09-28,September,8,Dean
Laura,2019-02-19,William,2019-09-09,Dallas,2019-10-30,"['Laura', 'William', 'Dallas']",Laura got surgery on the 19th of February. William got surgery on the 9th of September. Dallas got surgery on the 30th of October. The only person that got surgery in February is,2019-02-19,February,1,Laura
Grant,2019-10-17,Jack,2019-07-18,Max,2019-09-28,"['Grant', 'Jack', 'Max']",Grant won the lottery on the 17th of October. Jack won the lottery on the 18th of July. Max won the lottery on the 28th of September. The only person that won the lottery in October is,2019-10-17,October,9,Grant
Jason,2019-08-11,Maria,2019-05-26,Rose,2019-01-01,"['Jason', 'Maria', 'Rose']",Jason renovated the bathroom on the 11th of August. Maria renovated the bathroom on the 26th of May. Rose renovated the bathroom on the 1st of January. The only person that renovated the bathroom in May is,2019-05-26,May,4,Maria
Frank,2019-11-02,Grant,2019-11-21,Andrew,2019-04-17,"['Frank', 'Grant', 'Andrew']",Frank left for vacation on the 2nd of November. Grant left for vacation on the 21st of November. Andrew left for vacation on the 17th of April. The only person that left for vacation in April is,2019-04-17,April,3,Andrew
Bob,2019-09-12,Scott,2019-10-15,Laura,2019-02-19,"['Bob', 'Scott', 'Laura']",Bob participated in a triathlon on the 12th of September. Scott participated in a triathlon on the 15th of October. Laura participated in a triathlon on the 19th of February. The only person that participated in a triathlon in October is,2019-10-15,October,9,Scott
Robert,2019-11-24,Grant,2019-08-31,Blake,2019-06-12,"['Robert', 'Grant', 'Blake']",Robert bought a new phone on the 24th of November. Grant bought a new phone on the 31st of August. Blake bought a new phone on the 12th of June. The only person that bought a new phone in August is,2019-08-31,August,7,Grant
Emily,2019-11-06,Martin,2019-08-22,Frank,2019-08-27,"['Emily', 'Martin', 'Frank']",Emily cleaned the shed on the 6th of November. Martin cleaned the shed on the 22nd of August. Frank cleaned the shed on the 27th of August. The only person that cleaned the shed in November is,2019-11-06,November,10,Emily
George,2019-07-17,Marco,2019-04-16,Ian,2019-08-22,"['George', 'Marco', 'Ian']",George washed the floors on the 17th of July. Marco washed the floors on the 16th of April. Ian washed the floors on the 22nd of August. The only person that washed the floors in April is,2019-04-16,April,3,Marco
Andrew,2019-04-07,Dallas,2019-10-30,George,2019-02-08,"['Andrew', 'Dallas', 'George']",Andrew went fishing on the 7th of April. Dallas went fishing on the 30th of October. George went fishing on the 8th of February. The only person that went fishing in October is,2019-10-30,October,9,Dallas
Grant,2019-07-06,Tyler,2019-02-08,Laura,2019-12-22,"['Grant', 'Tyler', 'Laura']",Grant repotted the plants on the 6th of July. Tyler repotted the plants on the 8th of February. Laura repotted the plants on the 22nd of December. The only person that repotted the plants in July is,2019-07-06,July,6,Grant
Josh,2019-11-20,Charlie,2019-05-08,Frank,2019-09-12,"['Josh', 'Charlie', 'Frank']",Josh baked a cake on the 20th of November. Charlie baked a cake on the 8th of May. Frank baked a cake on the 12th of September. The only person that baked a cake in May is,2019-05-08,May,4,Charlie
Rose,2019-01-01,Luke,2019-05-17,Steve,2019-11-18,"['Rose', 'Luke', 'Steve']",Rose cleaned the attic on the 1st of January. Luke cleaned the attic on the 17th of May. Steve cleaned the attic on the 18th of November. The only person that cleaned the attic in January is,2019-01-01,January,0,Rose
Dallas,2019-02-18,Aaron,2019-12-16,Peter,2019-12-10,"['Dallas', 'Aaron', 'Peter']",Dallas went to a festival on the 18th of February. Aaron went to a festival on the 16th of December. Peter went to a festival on the 10th of December. The only person that went to a festival in February is,2019-02-18,February,1,Dallas
Andrew,2019-07-21,Charlie,2019-06-10,Walker,2019-03-24,"['Andrew', 'Charlie', 'Walker']",Andrew arrived in Spain on the 21st of July. Charlie arrived in Spain on the 10th of June. Walker arrived in Spain on the 24th of March. The only person that arrived in Spain in June is,2019-06-10,June,5,Charlie
George,2019-07-06,Henry,2019-11-16,Richard,2019-01-11,"['George', 'Henry', 'Richard']",George wrote a letter on the 6th of July. Henry wrote a letter on the 16th of November. Richard wrote a letter on the 11th of January. The only person that wrote a letter in July is,2019-07-06,July,6,George
Hope,2019-08-16,Ian,2019-02-26,Rose,2019-12-16,"['Hope', 'Ian', 'Rose']",Hope ironed the clothes on the 16th of August. Ian ironed the clothes on the 26th of February. Rose ironed the clothes on the 16th of December. The only person that ironed the clothes in February is,2019-02-26,February,1,Ian
Blake,2019-05-08,Walker,2019-03-24,Neil,2019-11-01,"['Blake', 'Walker', 'Neil']",Blake got a massage on the 8th of May. Walker got a massage on the 24th of March. Neil got a massage on the 1st of November. The only person that got a massage in March is,2019-03-24,March,2,Walker
Bob,2019-08-22,Max,2019-02-15,Kevin,2019-02-19,"['Bob', 'Max', 'Kevin']",Bob washed the car on the 22nd of August. Max washed the car on the 15th of February. Kevin washed the car on the 19th of February. The only person that washed the car in August is,2019-08-22,August,7,Bob
Andrew,2019-04-17,Alex,2019-01-16,Mark,2019-08-08,"['Andrew', 'Alex', 'Mark']",Andrew won a prize on the 17th of April. Alex won a prize on the 16th of January. Mark won a prize on the 8th of August. The only person that won a prize in January is,2019-01-16,January,0,Alex
Henry,2019-11-16,Walker,2019-03-24,Neil,2019-03-01,"['Henry', 'Walker', 'Neil']",Henry sold their car on the 16th of November. Walker sold their car on the 24th of March. Neil sold their car on the 1st of March. The only person that sold their car in November is,2019-11-16,November,10,Henry
Mark,2019-06-18,Hunter,2019-05-11,George,2019-07-30,"['Mark', 'Hunter', 'George']",Mark went camping on the 18th of June. Hunter went camping on the 11th of May. George went camping on the 30th of July. The only person that went camping in June is,2019-06-18,June,5,Mark
Mark,2019-05-22,Scott,2019-03-15,Tyler,2019-02-08,"['Mark', 'Scott', 'Tyler']",Mark went to a French restaurant on the 22nd of May. Scott went to a French restaurant on the 15th of March. Tyler went to a French restaurant on the 8th of February. The only person that went to a French restaurant in May is,2019-05-22,May,4,Mark
Connor,2019-11-20,Scott,2019-02-27,Bob,2019-09-12,"['Connor', 'Scott', 'Bob']",Connor took an exam on the 20th of November. Scott took an exam on the 27th of February. Bob took an exam on the 12th of September. The only person that took an exam in September is,2019-09-12,September,8,Bob
Kevin,2019-06-26,Andrew,2019-09-17,Hunter,2019-09-22,"['Kevin', 'Andrew', 'Hunter']",Kevin went camping on the 26th of June. Andrew went camping on the 17th of September. Hunter went camping on the 22nd of September. The only person that went camping in June is,2019-06-26,June,5,Kevin
Blake,2019-06-16,Jerry,2019-03-03,Robert,2019-02-28,"['Blake', 'Jerry', 'Robert']",Blake got a haircut on the 16th of June. Jerry got a haircut on the 3rd of March. Robert got a haircut on the 28th of February. The only person that got a haircut in March is,2019-03-03,March,2,Jerry
Mark,2019-04-13,Luke,2019-02-17,Grant,2019-04-29,"['Mark', 'Luke', 'Grant']",Mark repotted the plants on the 13th of April. Luke repotted the plants on the 17th of February. Grant repotted the plants on the 29th of April. The only person that repotted the plants in February is,2019-02-17,February,1,Luke
Mark,2019-12-07,Neil,2019-09-03,Bob,2019-06-26,"['Mark', 'Neil', 'Bob']",Mark had a barbecue on the 7th of December. Neil had a barbecue on the 3rd of September. Bob had a barbecue on the 26th of June. The only person that had a barbecue in September is,2019-09-03,September,8,Neil
Jack,2019-01-18,Andrew,2019-08-25,Maria,2019-06-20,"['Jack', 'Andrew', 'Maria']",Jack got a haircut on the 18th of January. Andrew got a haircut on the 25th of August. Maria got a haircut on the 20th of June. The only person that got a haircut in August is,2019-08-25,August,7,Andrew
Frank,2019-10-12,Charlie,2019-04-07,Rose,2019-01-17,"['Frank', 'Charlie', 'Rose']",Frank went to a Chinese restaurant on the 12th of October. Charlie went to a Chinese restaurant on the 7th of April. Rose went to a Chinese restaurant on the 17th of January. The only person that went to a Chinese restaurant in January is,2019-01-17,January,0,Rose
Bob,2019-09-14,Rose,2019-01-17,Jason,2019-01-30,"['Bob', 'Rose', 'Jason']",Bob took a ferry on the 14th of September. Rose took a ferry on the 17th of January. Jason took a ferry on the 30th of January. The only person that took a ferry in September is,2019-09-14,September,8,Bob
Martin,2019-04-24,Jason,2019-12-02,Alice,2019-11-16,"['Martin', 'Jason', 'Alice']",Martin watched TV on the 24th of April. Jason watched TV on the 2nd of December. Alice watched TV on the 16th of November. The only person that watched TV in November is,2019-11-16,November,10,Alice
Jason,2019-03-31,Robert,2019-07-16,Frank,2019-02-12,"['Jason', 'Robert', 'Frank']",Jason went to an Indian restaurant on the 31st of March. Robert went to an Indian restaurant on the 16th of July. Frank went to an Indian restaurant on the 12th of February. The only person that went to an Indian restaurant in March is,2019-03-31,March,2,Jason
Robert,2019-07-16,Luke,2019-01-13,Richard,2019-05-10,"['Robert', 'Luke', 'Richard']",Robert arrived in Canada on the 16th of July. Luke arrived in Canada on the 13th of January. Richard arrived in Canada on the 10th of May. The only person that arrived in Canada in July is,2019-07-16,July,6,Robert
Laura,2019-11-16,Peter,2019-02-20,April,2019-05-31,"['Laura', 'Peter', 'April']",Laura threw a party on the 16th of November. Peter threw a party on the 20th of February. April threw a party on the 31st of May. The only person that threw a party in February is,2019-02-20,February,1,Peter
Scott,2019-05-23,Laura,2019-08-07,Bob,2019-09-14,"['Scott', 'Laura', 'Bob']",Scott went to the beach on the 23rd of May. Laura went to the beach on the 7th of August. Bob went to the beach on the 14th of September. The only person that went to the beach in May is,2019-05-23,May,4,Scott
Richard,2019-04-10,Scott,2019-05-23,Alice,2019-03-27,"['Richard', 'Scott', 'Alice']",Richard purchased a new laptop on the 10th of April. Scott purchased a new laptop on the 23rd of May. Alice purchased a new laptop on the 27th of March. The only person that purchased a new laptop in April is,2019-04-10,April,3,Richard
