name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Robert,09:45:00,Marco,08:45:00,Leon,09:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert does stretching at 9:45. Marco does stretching at 8:45. Leon does stretching at 9:15. The only person that does stretching in the evening is","['Robert', 'Marco', 'Leon']",08:45:00,8:45,Marco,evening,morning,3,1,147,151
Bob,13:30:00,Henry,11:45:00,Neil,01:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob reads the newspaper at 13:30. Henry reads the newspaper at 11:45. Neil reads the newspaper at 1:30. The only person that reads the newspaper in the afternoon is","['Bob', 'Henry', 'Neil']",01:30:00,1:30,Neil,afternoon,night,2,0,188,192
Bob,19:45:00,George,08:15:00,Jerry,02:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob plays video games at 19:45. George plays video games at 8:15. Jerry plays video games at 2:45. The only person that plays video games in the morning is","['Bob', 'George', 'Jerry']",19:45:00,19:45,Bob,morning,evening,1,3,115,120
Aaron,17:15:00,Maria,18:00:00,Max,16:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron drinks tea at 17:15. Maria drinks tea at 18:00. Max drinks tea at 16:45. The only person that drinks tea in the night is","['Aaron', 'Maria', 'Max']",16:45:00,16:45,Max,night,afternoon,0,2,162,167
Bob,09:15:00,Walker,16:30:00,Hope,22:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob watches the news at 9:15. Walker watches the news at 16:30. Hope watches the news at 22:00. The only person that watches the news in the morning is","['Bob', 'Walker', 'Hope']",22:00:00,22:00,Hope,morning,evening,1,3,179,184
Matt,15:15:00,Aaron,05:15:00,Michael,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt goes for a run at 15:15. Aaron goes for a run at 5:15. Michael goes for a run at 3:00. The only person that goes for a run in the night is","['Matt', 'Aaron', 'Michael']",15:15:00,15:15,Matt,night,afternoon,0,2,113,118
Alex,07:45:00,Dean,03:30:00,Brandon,14:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex has a meeting at 7:45. Dean has a meeting at 3:30. Brandon has a meeting at 14:00. The only person that has a meeting in the evening is","['Alex', 'Dean', 'Brandon']",07:45:00,7:45,Alex,evening,morning,3,1,112,116
Andrew,10:30:00,Max,03:00:00,Alex,04:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew tidies up the room at 10:30. Max tidies up the room at 3:00. Alex tidies up the room at 4:00. The only person that tidies up the room in the night is","['Andrew', 'Max', 'Alex']",10:30:00,10:30,Andrew,night,morning,0,1,119,124
Blake,02:30:00,Brandon,21:30:00,Laura,18:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake makes a phone call at 2:30. Brandon makes a phone call at 21:30. Laura makes a phone call at 18:15. The only person that makes a phone call in the afternoon is","['Blake', 'Brandon', 'Laura']",02:30:00,2:30,Blake,afternoon,night,2,0,118,122
Jerry,16:15:00,Connor,02:15:00,Ian,15:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry drinks water at 16:15. Connor drinks water at 2:15. Ian drinks water at 15:45. The only person that drinks water in the afternoon is","['Jerry', 'Connor', 'Ian']",02:15:00,2:15,Connor,afternoon,night,2,0,142,146
Steve,07:00:00,John,19:30:00,Joy,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve has a snack at 7:00. John has a snack at 19:30. Joy has a snack at 13:45. The only person that has a snack in the evening is","['Steve', 'John', 'Joy']",07:00:00,7:00,Steve,evening,morning,3,1,73,77
Hope,19:30:00,Josh,02:00:00,Frank,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope plays video games at 19:30. Josh plays video games at 2:00. Frank plays video games at 4:45. The only person that plays video games in the morning is","['Hope', 'Josh', 'Frank']",19:30:00,19:30,Hope,morning,evening,1,3,116,121
Walker,23:30:00,Grant,07:30:00,Bob,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker uses the computer at 23:30. Grant uses the computer at 7:30. Bob uses the computer at 00:45. The only person that uses the computer in the evening is","['Walker', 'Grant', 'Bob']",07:30:00,7:30,Grant,evening,morning,3,1,152,156
Henry,22:15:00,Maria,04:00:00,Jack,12:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry prepares food at 22:15. Maria prepares food at 4:00. Jack prepares food at 12:00. The only person that prepares food in the morning is","['Henry', 'Maria', 'Jack']",22:15:00,22:15,Henry,morning,evening,1,3,113,118
Laura,07:45:00,Bob,03:30:00,Neil,00:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Laura reads the mail at 7:45. Bob reads the mail at 3:30. Neil reads the mail at 00:00. The only person that reads the mail in the evening is","['Laura', 'Bob', 'Neil']",07:45:00,7:45,Laura,evening,morning,3,1,114,118
John,23:00:00,Joy,10:15:00,Michael,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John prepares for bed at 23:00. Joy prepares for bed at 10:15. Michael prepares for bed at 8:45. The only person that prepares for bed in the afternoon is","['John', 'Joy', 'Michael']",23:00:00,23:00,John,afternoon,evening,2,3,115,120
Robert,04:15:00,Blake,07:30:00,Kyle,01:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert looks at social media at 4:15. Blake looks at social media at 7:30. Kyle looks at social media at 1:45. The only person that looks at social media in the afternoon is","['Robert', 'Blake', 'Kyle']",01:45:00,1:45,Kyle,afternoon,night,2,0,195,199
Peter,05:15:00,Walker,13:15:00,Luke,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter exercises at 5:15. Walker exercises at 13:15. Luke exercises at 14:15. The only person that exercises in the evening is","['Peter', 'Walker', 'Luke']",05:15:00,5:15,Peter,evening,night,3,0,109,113
Kevin,03:00:00,Kyle,09:15:00,Alex,13:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin wakes up at 3:00. Kyle wakes up at 9:15. Alex wakes up at 13:00. The only person that wakes up in the afternoon is","['Kevin', 'Kyle', 'Alex']",03:00:00,3:00,Kevin,afternoon,night,2,0,108,112
Joy,20:00:00,Maria,04:00:00,Connor,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy drinks coffee at 20:00. Maria drinks coffee at 4:00. Connor drinks coffee at 00:30. The only person that drinks coffee in the morning is","['Joy', 'Maria', 'Connor']",20:00:00,20:00,Joy,morning,evening,1,3,111,116
Connor,00:30:00,Emily,08:45:00,Maria,15:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Connor plays video games at 00:30. Emily plays video games at 8:45. Maria plays video games at 15:45. The only person that plays video games in the afternoon is","['Connor', 'Emily', 'Maria']",00:30:00,0:30,Connor,afternoon,night,2,0,119,123
George,06:15:00,Andrew,08:00:00,Alice,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George reads a novel at 6:15. Andrew reads a novel at 8:00. Alice reads a novel at 16:00. The only person that reads a novel in the night is","['George', 'Andrew', 'Alice']",16:00:00,16:00,Alice,night,afternoon,0,2,173,178
Emily,22:15:00,Mark,17:15:00,Brandon,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily does yoga at 22:15. Mark does yoga at 17:15. Brandon does yoga at 3:15. The only person that does yoga in the afternoon is","['Emily', 'Mark', 'Brandon']",03:15:00,3:15,Brandon,afternoon,night,2,0,162,166
Steve,08:15:00,Grant,04:15:00,Andrew,14:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve sends some emails at 8:15. Grant sends some emails at 4:15. Andrew sends some emails at 14:30. The only person that sends some emails in the night is","['Steve', 'Grant', 'Andrew']",14:30:00,14:30,Andrew,night,afternoon,0,2,184,189
Walker,21:00:00,Kyle,02:00:00,Robert,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker wakes up at 21:00. Kyle wakes up at 2:00. Robert wakes up at 6:45. The only person that wakes up in the morning is","['Walker', 'Kyle', 'Robert']",21:00:00,21:00,Walker,morning,evening,1,3,109,114
Grant,22:00:00,Frank,06:15:00,Brandon,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Grant listens to music at 22:00. Frank listens to music at 6:15. Brandon listens to music at 5:45. The only person that listens to music in the morning is","['Grant', 'Frank', 'Brandon']",22:00:00,22:00,Grant,morning,evening,1,3,116,121
Matt,10:45:00,April,09:00:00,Robert,05:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt drinks tea at 10:45. April drinks tea at 9:00. Robert drinks tea at 5:30. The only person that drinks tea in the evening is","['Matt', 'April', 'Robert']",05:30:00,5:30,Robert,evening,night,3,0,163,167
Leon,02:00:00,Laura,07:45:00,Bob,10:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon calls a friend at 2:00. Laura calls a friend at 7:45. Bob calls a friend at 10:30. The only person that calls a friend in the afternoon is","['Leon', 'Laura', 'Bob']",02:00:00,2:00,Leon,afternoon,night,2,0,113,117
Henry,00:15:00,Laura,16:15:00,Kevin,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry takes a shower at 00:15. Laura takes a shower at 16:15. Kevin takes a shower at 6:15. The only person that takes a shower in the afternoon is","['Henry', 'Laura', 'Kevin']",00:15:00,0:15,Henry,afternoon,night,2,0,115,119
Kyle,17:30:00,Josh,03:15:00,John,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle plays video games at 17:30. Josh plays video games at 3:15. John plays video games at 8:45. The only person that plays video games in the morning is","['Kyle', 'Josh', 'John']",17:30:00,17:30,Kyle,morning,afternoon,1,2,116,121
Michael,06:45:00,Charlie,20:00:00,Emily,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael uses the computer at 6:45. Charlie uses the computer at 20:00. Emily uses the computer at 8:45. The only person that uses the computer in the morning is","['Michael', 'Charlie', 'Emily']",20:00:00,20:00,Charlie,morning,evening,1,3,154,159
Alex,16:45:00,Matt,11:45:00,Walker,21:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex drinks coffee at 16:45. Matt drinks coffee at 11:45. Walker drinks coffee at 21:45. The only person that drinks coffee in the morning is","['Alex', 'Matt', 'Walker']",21:45:00,21:45,Walker,morning,evening,1,3,172,177
Henry,22:30:00,Alice,07:30:00,Robert,11:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry does some chores at 22:30. Alice does some chores at 7:30. Robert does some chores at 11:45. The only person that does some chores in the afternoon is","['Henry', 'Alice', 'Robert']",22:30:00,22:30,Henry,afternoon,evening,2,3,116,121
John,11:45:00,April,18:15:00,Maria,20:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John eats a meal at 11:45. April eats a meal at 18:15. Maria eats a meal at 20:30. The only person that eats a meal in the night is","['John', 'April', 'Maria']",11:45:00,11:45,John,night,morning,0,1,110,115
Marco,01:45:00,Bob,23:45:00,George,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco prints some documents at 1:45. Bob prints some documents at 23:45. George prints some documents at 12:45. The only person that prints some documents in the night is","['Marco', 'Bob', 'George']",12:45:00,12:45,George,night,afternoon,0,2,195,200
Laura,04:00:00,Bob,19:30:00,Max,11:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Laura drinks coffee at 4:00. Bob drinks coffee at 19:30. Max drinks coffee at 11:00. The only person that drinks coffee in the evening is","['Laura', 'Bob', 'Max']",04:00:00,4:00,Laura,evening,night,3,0,113,117
Jerry,08:00:00,Steve,17:15:00,Frank,15:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry takes a shower at 8:00. Steve takes a shower at 17:15. Frank takes a shower at 15:30. The only person that takes a shower in the evening is","['Jerry', 'Steve', 'Frank']",08:00:00,8:00,Jerry,evening,morning,3,1,114,118
Walker,07:15:00,Neil,18:00:00,Emily,10:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker goes to bed at 7:15. Neil goes to bed at 18:00. Emily goes to bed at 10:45. The only person that goes to bed in the evening is","['Walker', 'Neil', 'Emily']",07:15:00,7:15,Walker,evening,morning,3,1,112,116
Grant,11:45:00,Rachel,05:00:00,Jack,10:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Grant takes a break at 11:45. Rachel takes a break at 5:00. Jack takes a break at 10:45. The only person that takes a break in the evening is","['Grant', 'Rachel', 'Jack']",05:00:00,5:00,Rachel,evening,night,3,0,144,148
Alice,07:30:00,Robert,08:15:00,Jason,00:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice has a meeting at 7:30. Robert has a meeting at 8:15. Jason has a meeting at 00:15. The only person that has a meeting in the afternoon is","['Alice', 'Robert', 'Jason']",00:15:00,0:15,Jason,afternoon,night,2,0,173,177
Ian,18:30:00,Robert,11:00:00,Laura,21:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian leaves for work at 18:30. Robert leaves for work at 11:00. Laura leaves for work at 21:30. The only person that leaves for work in the night is","['Ian', 'Robert', 'Laura']",11:00:00,11:00,Robert,night,morning,0,1,146,151
Jason,02:00:00,Hope,11:15:00,Marco,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason goes for a walk at 2:00. Hope goes for a walk at 11:15. Marco goes for a walk at 4:15. The only person that goes for a walk in the afternoon is","['Jason', 'Hope', 'Marco']",02:00:00,2:00,Jason,afternoon,night,2,0,115,119
Alex,06:00:00,Marco,23:15:00,Rachel,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex calls their partner at 6:00. Marco calls their partner at 23:15. Rachel calls their partner at 23:30. The only person that calls their partner in the evening is","['Alex', 'Marco', 'Rachel']",06:00:00,6:00,Alex,evening,morning,3,1,118,122
Emily,10:15:00,Peter,23:00:00,Dallas,21:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily watches the news at 10:15. Peter watches the news at 23:00. Dallas watches the news at 21:45. The only person that watches the news in the night is","['Emily', 'Peter', 'Dallas']",10:15:00,10:15,Emily,night,morning,0,1,116,121
Charlie,04:00:00,Jerry,22:15:00,Rose,14:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie does some chores at 4:00. Jerry does some chores at 22:15. Rose does some chores at 14:00. The only person that does some chores in the evening is","['Charlie', 'Jerry', 'Rose']",04:00:00,4:00,Charlie,evening,night,3,0,118,122
Dean,11:15:00,Marco,14:15:00,Alex,18:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean takes a break at 11:15. Marco takes a break at 14:15. Alex takes a break at 18:00. The only person that takes a break in the morning is","['Dean', 'Marco', 'Alex']",18:00:00,18:00,Alex,morning,evening,1,3,171,176
Peter,05:00:00,Alex,07:15:00,Robert,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter has a meeting at 5:00. Alex has a meeting at 7:15. Robert has a meeting at 18:45. The only person that has a meeting in the morning is","['Peter', 'Alex', 'Robert']",18:45:00,18:45,Robert,morning,evening,1,3,171,176
Kevin,05:45:00,Josh,07:45:00,Henry,09:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin checks the stock market at 5:45. Josh checks the stock market at 7:45. Henry checks the stock market at 9:15. The only person that checks the stock market in the night is","['Kevin', 'Josh', 'Henry']",09:15:00,9:15,Henry,night,morning,0,1,200,204
Hunter,22:45:00,Andrew,11:00:00,Connor,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter tidies up the room at 22:45. Andrew tidies up the room at 11:00. Connor tidies up the room at 3:00. The only person that tidies up the room in the night is","['Hunter', 'Andrew', 'Connor']",11:00:00,11:00,Andrew,night,morning,0,1,155,160
Mark,16:45:00,Henry,14:15:00,Emily,20:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Mark does stretching at 16:45. Henry does stretching at 14:15. Emily does stretching at 20:00. The only person that does stretching in the morning is","['Mark', 'Henry', 'Emily']",20:00:00,20:00,Emily,morning,evening,1,3,178,183
Robert,05:00:00,Connor,19:45:00,Jack,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert sends some emails at 5:00. Connor sends some emails at 19:45. Jack sends some emails at 7:00. The only person that sends some emails in the morning is","['Robert', 'Connor', 'Jack']",19:45:00,19:45,Connor,morning,evening,1,3,152,157
William,23:00:00,Hunter,04:30:00,Hope,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William prints some documents at 23:00. Hunter prints some documents at 4:30. Hope prints some documents at 3:15. The only person that prints some documents in the evening is","['William', 'Hunter', 'Hope']",04:30:00,4:30,Hunter,evening,night,3,0,162,166
Robert,04:15:00,Marco,14:15:00,Walker,11:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert takes a break at 4:15. Marco takes a break at 14:15. Walker takes a break at 11:45. The only person that takes a break in the evening is","['Robert', 'Marco', 'Walker']",04:15:00,4:15,Robert,evening,night,3,0,114,118
William,13:00:00,Kyle,07:00:00,Richard,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William checks the news at 13:00. Kyle checks the news at 7:00. Richard checks the news at 3:45. The only person that checks the news in the night is","['William', 'Kyle', 'Richard']",13:00:00,13:00,William,night,afternoon,0,2,117,122
Peter,17:45:00,Hunter,23:30:00,Joy,13:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter prepares food at 17:45. Hunter prepares food at 23:30. Joy prepares food at 13:00. The only person that prepares food in the morning is","['Peter', 'Hunter', 'Joy']",17:45:00,17:45,Peter,morning,afternoon,1,2,113,118
Alex,02:30:00,Henry,00:30:00,April,11:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex drinks tea at 2:30. Henry drinks tea at 00:30. April drinks tea at 11:00. The only person that drinks tea in the night is","['Alex', 'Henry', 'April']",11:00:00,11:00,April,night,morning,0,1,162,167
Dean,14:45:00,Grant,17:00:00,Peter,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean goes to bed at 14:45. Grant goes to bed at 17:00. Peter goes to bed at 23:00. The only person that goes to bed in the night is","['Dean', 'Grant', 'Peter']",14:45:00,14:45,Dean,night,afternoon,0,2,110,115
Ian,11:45:00,April,05:30:00,Martin,12:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian goes for a run at 11:45. April goes for a run at 5:30. Martin goes for a run at 12:15. The only person that goes for a run in the evening is","['Ian', 'April', 'Martin']",05:30:00,5:30,April,evening,night,3,0,143,147
Jason,14:15:00,Frank,23:00:00,Neil,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason goes for a walk at 14:15. Frank goes for a walk at 23:00. Neil goes for a walk at 1:15. The only person that goes for a walk in the night is","['Jason', 'Frank', 'Neil']",14:15:00,14:15,Jason,night,afternoon,0,2,115,120
Frank,04:30:00,Jerry,03:30:00,Rachel,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank has a snack at 4:30. Jerry has a snack at 3:30. Rachel has a snack at 5:00. The only person that has a snack in the afternoon is","['Frank', 'Jerry', 'Rachel']",03:30:00,3:30,Jerry,afternoon,night,2,0,138,142
Alex,18:00:00,Steve,10:30:00,Leon,19:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex goes for a run at 18:00. Steve goes for a run at 10:30. Leon goes for a run at 19:45. The only person that goes for a run in the night is","['Alex', 'Steve', 'Leon']",10:30:00,10:30,Steve,night,morning,0,1,144,149
Robert,09:45:00,Luke,18:00:00,Fred,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert prepares food at 9:45. Luke prepares food at 18:00. Fred prepares food at 22:15. The only person that prepares food in the night is","['Robert', 'Luke', 'Fred']",09:45:00,9:45,Robert,night,morning,0,1,114,118
Hunter,20:30:00,Walker,20:15:00,Emily,12:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter reads the mail at 20:30. Walker reads the mail at 20:15. Emily reads the mail at 12:15. The only person that reads the mail in the night is","['Hunter', 'Walker', 'Emily']",12:15:00,12:15,Emily,night,afternoon,0,2,178,183
Connor,23:15:00,Kyle,15:45:00,William,16:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Connor listens to a podcast at 23:15. Kyle listens to a podcast at 15:45. William listens to a podcast at 16:45. The only person that listens to a podcast in the afternoon is","['Connor', 'Kyle', 'William']",23:15:00,23:15,Connor,afternoon,evening,2,3,121,126
Hunter,21:30:00,Michael,15:30:00,Scott,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter packs the bag at 21:30. Michael packs the bag at 15:30. Scott packs the bag at 5:45. The only person that packs the bag in the morning is","['Hunter', 'Michael', 'Scott']",21:30:00,21:30,Hunter,morning,evening,1,3,114,119
Alice,16:00:00,Leon,18:15:00,Josh,08:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice writes in a journal at 16:00. Leon writes in a journal at 18:15. Josh writes in a journal at 8:30. The only person that writes in a journal in the night is","['Alice', 'Leon', 'Josh']",16:00:00,16:00,Alice,night,afternoon,0,2,119,124
Connor,00:30:00,Fred,20:00:00,Bob,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Connor uses the computer at 00:30. Fred uses the computer at 20:00. Bob uses the computer at 00:45. The only person that uses the computer in the morning is","['Connor', 'Fred', 'Bob']",20:00:00,20:00,Fred,morning,evening,1,3,151,156
Josh,12:30:00,Laura,04:00:00,Robert,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh eats a meal at 12:30. Laura eats a meal at 4:00. Robert eats a meal at 5:00. The only person that eats a meal in the night is","['Josh', 'Laura', 'Robert']",12:30:00,12:30,Josh,night,afternoon,0,2,110,115
John,10:00:00,Maria,08:00:00,Peter,05:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John washes the dishes at 10:00. Maria washes the dishes at 8:00. Peter washes the dishes at 5:15. The only person that washes the dishes in the night is","['John', 'Maria', 'Peter']",10:00:00,10:00,John,night,morning,0,1,116,121
Frank,04:30:00,Rachel,02:45:00,Robert,11:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank eats a meal at 4:30. Rachel eats a meal at 2:45. Robert eats a meal at 11:30. The only person that eats a meal in the evening is","['Frank', 'Rachel', 'Robert']",04:30:00,4:30,Frank,evening,night,3,0,111,115
Steve,09:45:00,April,05:00:00,Kyle,12:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve takes a break at 9:45. April takes a break at 5:00. Kyle takes a break at 12:15. The only person that takes a break in the evening is","['Steve', 'April', 'Kyle']",05:00:00,5:00,April,evening,night,3,0,142,146
George,07:30:00,Bob,15:30:00,Maria,08:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George eats a meal at 7:30. Bob eats a meal at 15:30. Maria eats a meal at 8:30. The only person that eats a meal in the night is","['George', 'Bob', 'Maria']",15:30:00,15:30,Bob,night,afternoon,0,2,137,142
Rachel,16:15:00,Max,14:15:00,Jason,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rachel watches a movie at 16:15. Max watches a movie at 14:15. Jason watches a movie at 8:15. The only person that watches a movie in the evening is","['Rachel', 'Max', 'Jason']",08:15:00,8:15,Jason,evening,morning,3,1,178,182
Richard,07:45:00,Walker,20:15:00,Aaron,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard naps at 7:45. Walker naps at 20:15. Aaron naps at 5:00. The only person that naps in the morning is","['Richard', 'Walker', 'Aaron']",20:15:00,20:15,Walker,morning,evening,1,3,127,132
Tyler,09:00:00,Henry,08:45:00,Scott,21:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler has a meeting at 9:00. Henry has a meeting at 8:45. Scott has a meeting at 21:00. The only person that has a meeting in the night is","['Tyler', 'Henry', 'Scott']",09:00:00,9:00,Tyler,night,morning,0,1,67,71
Dean,08:15:00,George,08:00:00,Dallas,22:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean prints some documents at 8:15. George prints some documents at 8:00. Dallas prints some documents at 22:45. The only person that prints some documents in the afternoon is","['Dean', 'George', 'Dallas']",22:45:00,22:45,Dallas,afternoon,evening,2,3,196,201
Matt,19:15:00,Connor,19:45:00,Charlie,05:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt calls a friend at 19:15. Connor calls a friend at 19:45. Charlie calls a friend at 5:30. The only person that calls a friend in the evening is","['Matt', 'Connor', 'Charlie']",05:30:00,5:30,Charlie,evening,night,3,0,178,182
Jason,12:30:00,Rose,17:45:00,Charlie,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jason exercises at 12:30. Rose exercises at 17:45. Charlie exercises at 4:15. The only person that exercises in the night is","['Jason', 'Rose', 'Charlie']",12:30:00,12:30,Jason,night,afternoon,0,2,109,114
Aaron,08:30:00,Alice,19:00:00,Max,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron reads a novel at 8:30. Alice reads a novel at 19:00. Max reads a novel at 4:45. The only person that reads a novel in the morning is","['Aaron', 'Alice', 'Max']",19:00:00,19:00,Alice,morning,evening,1,3,142,147
Robert,05:00:00,Marco,21:45:00,Joy,09:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert wakes up at 5:00. Marco wakes up at 21:45. Joy wakes up at 9:30. The only person that wakes up in the evening is","['Robert', 'Marco', 'Joy']",05:00:00,5:00,Robert,evening,night,3,0,109,113
Laura,07:30:00,Alex,18:00:00,Ryan,00:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Laura has a meeting at 7:30. Alex has a meeting at 18:00. Ryan has a meeting at 00:45. The only person that has a meeting in the evening is","['Laura', 'Alex', 'Ryan']",07:30:00,7:30,Laura,evening,morning,3,1,113,117
Richard,22:30:00,Marco,22:15:00,Grant,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard goes to bed at 22:30. Marco goes to bed at 22:15. Grant goes to bed at 7:30. The only person that goes to bed in the afternoon is","['Richard', 'Marco', 'Grant']",22:30:00,22:30,Richard,afternoon,evening,2,3,113,118
Dallas,07:00:00,William,22:00:00,Matt,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas takes a shower at 7:00. William takes a shower at 22:00. Matt takes a shower at 3:00. The only person that takes a shower in the evening is","['Dallas', 'William', 'Matt']",07:00:00,7:00,Dallas,evening,morning,3,1,73,77
Tyler,04:30:00,George,22:45:00,William,02:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler prepares for work at 4:30. George prepares for work at 22:45. William prepares for work at 2:00. The only person that prepares for work in the evening is","['Tyler', 'George', 'William']",04:30:00,4:30,Tyler,evening,night,3,0,117,121
