context,correct_city,correct_country,correct_continent,correct_lat,correct_lon,correct_geodesic_dist,correct_through_earth_dist,correct_euclidean_dist,correct_answer,reference_city,reference_country,reference_continent,reference_lat,reference_lon,reference_name,name_1,city_1,country_1,continent_1,lat_1,lon_1,name_2,city_2,country_2,continent_2,lat_2,lon_2,name_3,city_3,country_3,continent_3,lat_3,lon_3
Grant lives in Palm Bay. William lives in Sihanoukville. Jack lives in Oleshky. The person who lives closest to Grant is,Oleshky,Ukraine,Europe,46.6167,32.7167,9368.88207546887,8547.226578121077,114.90027923795486,Jack,Palm Bay,United States,North America,27.9631,-80.6593,Grant,Grant,Palm Bay,United States,North America,27.9631,-80.6593,William,Sihanoukville,Cambodia,Asia,10.6333,103.5,Jack,Oleshky,Ukraine,Europe,46.6167,32.7167
Brandon lives in Houma. Fred lives in Cancún. April lives in Tsetserleg. The person who lives closest to Brandon is,Cancún,Mexico,North America,21.1606,-86.8475,1013.0521960058678,1011.9852762561324,9.261400915628263,Fred,Houma,United States,North America,29.58,-90.7059,Brandon,Brandon,Houma,United States,North America,29.58,-90.7059,Fred,Cancún,Mexico,North America,21.1606,-86.8475,April,Tsetserleg,Mongolia,Asia,47.4769,101.4503
Connor lives in Kadınhanı. Max lives in Rypin. Emily lives in Fürth. The person who lives closest to Connor is,Rypin,Poland,Europe,53.0667,19.45,1917.5755691472066,1910.3455540576072,19.562547353552908,Max,Kadınhanı,Turkey,Europe,38.2397,32.2114,Connor,Connor,Kadınhanı,Turkey,Europe,38.2397,32.2114,Max,Rypin,Poland,Europe,53.0667,19.45,Emily,Fürth,Germany,Europe,49.4667,11.0
Michael lives in Turbaco. Peter lives in Bulisa. Jack lives in Isnos. The person who lives closest to Michael is,Isnos,Colombia,South America,1.9333,-76.2333,941.1589874413258,940.3034400730716,8.464681854033262,Jack,Turbaco,Colombia,South America,10.35,-75.3333,Michael,Michael,Turbaco,Colombia,South America,10.35,-75.3333,Peter,Bulisa,Uganda,Africa,2.1217,31.4156,Jack,Isnos,Colombia,South America,1.9333,-76.2333
Emily lives in Mpigi. Andrew lives in Maués. Henry lives in Indaial. The person who lives closest to Emily is,Indaial,Brazil,South America,-26.8978,-49.2319,9183.075747133242,8408.520235014294,85.9549944124831,Henry,Mpigi,Uganda,Africa,0.23,32.33,Emily,Emily,Mpigi,Uganda,Africa,0.23,32.33,Andrew,Maués,Brazil,South America,-3.3836,-57.7186,Henry,Indaial,Brazil,South America,-26.8978,-49.2319
Neil lives in Belorechensk. Alice lives in Morro da Fumaça. Ryan lives in Offa. The person who lives closest to Neil is,Offa,Nigeria,Africa,8.147,4.72,5291.918983880318,5141.0962254167425,50.763137092283806,Ryan,Belorechensk,Russia,Asia,44.7686,39.8733,Neil,Neil,Belorechensk,Russia,Asia,44.7686,39.8733,Alice,Morro da Fumaça,Brazil,South America,-28.6508,-49.21,Ryan,Offa,Nigeria,Africa,8.147,4.72
Luke lives in Mérida. Max lives in Sayula de Alemán. Alice lives in Kapyl. The person who lives closest to Luke is,Kapyl,Belarus,Europe,53.15,27.0917,2987.764437275594,2960.4609185333934,36.335838025288474,Alice,Mérida,Spain,Europe,38.9,-6.3333,Luke,Luke,Mérida,Spain,Europe,38.9,-6.3333,Max,Sayula de Alemán,Mexico,North America,17.8833,-94.95,Alice,Kapyl,Belarus,Europe,53.15,27.0917
Connor lives in Kınık. Brandon lives in Jaén. Kevin lives in Sibanicú. The person who lives closest to Connor is,Sibanicú,Cuba,North America,21.2389,-77.5211,9736.984591887,8816.623947347516,106.40652926319889,Kevin,Kınık,Turkey,Europe,39.0939,27.3767,Connor,Connor,Kınık,Turkey,Europe,39.0939,27.3767,Brandon,Jaén,Peru,South America,-5.7083,-78.8083,Kevin,Sibanicú,Cuba,North America,21.2389,-77.5211
Henry lives in Rancho Cucamonga. Dallas lives in Bodocó. Marco lives in Bol. The person who lives closest to Henry is,Bodocó,Brazil,South America,-7.7778,-39.9408,9370.376347807844,8548.334740286129,88.21337686008852,Dallas,Rancho Cucamonga,United States,North America,34.1247,-117.5667,Henry,Henry,Rancho Cucamonga,United States,North America,34.1247,-117.5667,Dallas,Bodocó,Brazil,South America,-7.7778,-39.9408,Marco,Bol,Chad,Africa,13.46,14.74
Jason lives in Kisi. Laura lives in Maradi. Andrew lives in Óbidos. The person who lives closest to Jason is,Maradi,Niger,Africa,13.501,7.1036,605.888348365594,605.6600502891223,5.486527704295313,Laura,Kisi,Nigeria,Africa,9.0833,3.85,Jason,Jason,Kisi,Nigeria,Africa,9.0833,3.85,Laura,Maradi,Niger,Africa,13.501,7.1036,Andrew,Óbidos,Portugal,Europe,39.362,-9.1571
Laura lives in Louveira. Steve lives in Ixtaczoquitlán. Hunter lives in Nenagh. The person who lives closest to Laura is,Ixtaczoquitlán,Mexico,North America,18.85,-97.0667,7164.71233829664,6793.090107077042,65.34741864962992,Steve,Louveira,Brazil,South America,-23.0864,-46.9506,Laura,Laura,Louveira,Brazil,South America,-23.0864,-46.9506,Steve,Ixtaczoquitlán,Mexico,North America,18.85,-97.0667,Hunter,Nenagh,Ireland,Europe,52.8619,-8.1967
Grant lives in Çat. Alice lives in Mölndal. April lives in Wanderlândia. The person who lives closest to Grant is,Mölndal,Sweden,Europe,57.6542,12.0139,2884.193428745567,2859.627450774915,34.12513271197638,Alice,Çat,Turkey,Europe,39.6111,40.9789,Grant,Grant,Çat,Turkey,Europe,39.6111,40.9789,Alice,Mölndal,Sweden,Europe,57.6542,12.0139,April,Wanderlândia,Brazil,South America,-6.8489,-47.9628
Martin lives in Delmenhorst. Maria lives in Nogent-sur-Marne. Peter lives in Konibodom. The person who lives closest to Martin is,Nogent-sur-Marne,France,Europe,48.8375,2.4833,635.9693427740659,635.7053281424787,7.453390783395169,Maria,Delmenhorst,Germany,Europe,53.0506,8.6317,Martin,Martin,Delmenhorst,Germany,Europe,53.0506,8.6317,Maria,Nogent-sur-Marne,France,Europe,48.8375,2.4833,Peter,Konibodom,Tajikistan,Asia,40.2833,70.4167
Dallas lives in Piraeus. Maria lives in Drobeta-Turnu Severin. Josh lives in Videm pri Ptuju. The person who lives closest to Dallas is,Drobeta-Turnu Severin,Romania,Europe,44.6333,22.65,748.5582784009283,748.1277761189581,6.764164671265774,Maria,Piraeus,Greece,Europe,37.943,23.6469,Dallas,Dallas,Piraeus,Greece,Europe,37.943,23.6469,Maria,Drobeta-Turnu Severin,Romania,Europe,44.6333,22.65,Josh,Videm pri Ptuju,Slovenia,Europe,46.3686,15.9064
Richard lives in Long Beach. Henry lives in San Andrés de Giles. Josh lives in Mamou. The person who lives closest to Richard is,San Andrés de Giles,Argentina,South America,-34.4333,-59.4333,9744.99433437794,8822.40492424855,90.02842260469745,Henry,Long Beach,United States,North America,33.7977,-118.167,Richard,Richard,Long Beach,United States,North America,33.7977,-118.167,Henry,San Andrés de Giles,Argentina,South America,-34.4333,-59.4333,Josh,Mamou,Guinea,Africa,10.3833,-12.0833
Rose lives in Mkokotoni. Rachel lives in Tola. Emily lives in Nowe Miasto Lubawskie. The person who lives closest to Rose is,Nowe Miasto Lubawskie,Poland,Europe,53.4256,19.5878,6848.204599629897,6523.245125540342,62.48732053344903,Emily,Mkokotoni,Tanzania,Africa,-5.88,39.2731,Rose,Rose,Mkokotoni,Tanzania,Africa,-5.88,39.2731,Rachel,Tola,Nicaragua,North America,11.4333,-85.9333,Emily,Nowe Miasto Lubawskie,Poland,Europe,53.4256,19.5878
Andrew lives in Sīāhkal. Maria lives in Zhmerynka. William lives in Luga. The person who lives closest to Andrew is,Zhmerynka,Ukraine,Europe,49.05,28.1,2194.457095595093,2183.6250435545935,24.809375811777286,Maria,Sīāhkal,Iran,Asia,37.1536,49.8711,Andrew,Andrew,Sīāhkal,Iran,Asia,37.1536,49.8711,Maria,Zhmerynka,Ukraine,Europe,49.05,28.1,William,Luga,Russia,Asia,58.7333,29.8167
Emily lives in Cáceres. Frank lives in Seattle. Marco lives in Mapastepec. The person who lives closest to Emily is,Mapastepec,Mexico,North America,15.4411,-92.8916,5217.047750217556,5072.501433283244,47.25413199001755,Marco,Cáceres,Brazil,South America,-16.0711,-57.6789,Emily,Emily,Cáceres,Brazil,South America,-16.0711,-57.6789,Frank,Seattle,United States,North America,47.6211,-122.3244,Marco,Mapastepec,Mexico,North America,15.4411,-92.8916
Brandon lives in Sárospatak. Dean lives in Sochaczew. Luke lives in Curimatá. The person who lives closest to Brandon is,Sochaczew,Poland,Europe,52.2333,20.2333,445.42589011030225,445.3351763056842,4.13507958810952,Dean,Sárospatak,Hungary,Europe,48.3189,21.5661,Brandon,Brandon,Sárospatak,Hungary,Europe,48.3189,21.5661,Dean,Sochaczew,Poland,Europe,52.2333,20.2333,Luke,Curimatá,Brazil,South America,-10.0358,-44.3058
Kyle lives in Jaciara. Bob lives in Limanowa. Grant lives in Turinsk. The person who lives closest to Kyle is,Limanowa,Poland,Europe,49.7006,20.4267,10345.176243702866,9245.506273546058,99.98150655801301,Bob,Jaciara,Brazil,South America,-15.965,-54.9678,Kyle,Kyle,Jaciara,Brazil,South America,-15.965,-54.9678,Bob,Limanowa,Poland,Europe,49.7006,20.4267,Grant,Turinsk,Russia,Asia,58.0333,63.7
George lives in Vicenza. Matt lives in Don Sak. Emily lives in Srebrenik. The person who lives closest to George is,Srebrenik,Bosnia and Herzegovina,Europe,44.7082,18.4883,552.110653769617,551.9379065120161,6.989179789503198,Emily,Vicenza,Italy,Europe,45.55,11.55,George,George,Vicenza,Italy,Europe,45.55,11.55,Matt,Don Sak,Thailand,Asia,9.3168,99.6918,Emily,Srebrenik,Bosnia and Herzegovina,Europe,44.7082,18.4883
William lives in Mandalay. Maria lives in Phuket. Ian lives in Delicias. The person who lives closest to William is,Phuket,Thailand,Asia,7.8881,98.3975,1586.7534731525334,1582.655537146604,14.283537958433126,Maria,Mandalay,Burma,Asia,21.9831,96.0844,William,William,Mandalay,Burma,Asia,21.9831,96.0844,Maria,Phuket,Thailand,Asia,7.8881,98.3975,Ian,Delicias,Mexico,North America,28.1931,-105.4717
Marco lives in Batroûn. Leon lives in Čitluk. Scott lives in Pryluky. The person who lives closest to Marco is,Pryluky,Ukraine,Europe,50.5892,32.3856,1836.0215404374296,1829.6747230830026,16.66210562924146,Scott,Batroûn,Lebanon,Asia,34.25,35.65,Marco,Marco,Batroûn,Lebanon,Asia,34.25,35.65,Leon,Čitluk,Bosnia and Herzegovina,Europe,43.2286,17.7008,Scott,Pryluky,Ukraine,Europe,50.5892,32.3856
Frank lives in Kakamega. Joy lives in Novoanninskiy. Max lives in Łobez. The person who lives closest to Frank is,Novoanninskiy,Russia,Asia,50.5333,42.6833,5637.789792374244,5455.631837316694,50.87238689986936,Joy,Kakamega,Kenya,Africa,0.2833,34.75,Frank,Frank,Kakamega,Kenya,Africa,0.2833,34.75,Joy,Novoanninskiy,Russia,Asia,50.5333,42.6833,Max,Łobez,Poland,Europe,53.6333,15.6167
Kyle lives in Rosário. Tyler lives in Limeira. Michael lives in Biga. The person who lives closest to Kyle is,Limeira,Brazil,South America,-22.5647,-47.4017,2209.395371853062,2198.3408242127807,19.884574361298256,Tyler,Rosário,Brazil,South America,-2.9339,-44.235,Kyle,Kyle,Rosário,Brazil,South America,-2.9339,-44.235,Tyler,Limeira,Brazil,South America,-22.5647,-47.4017,Michael,Biga,Turkey,Europe,40.2281,27.2422
Andrew lives in Katiola. Richard lives in Roque Pérez. Henry lives in Rionegro. The person who lives closest to Andrew is,Roque Pérez,Argentina,South America,-35.4167,-59.3167,7456.901807256283,7038.4852678044335,69.54173609344247,Richard,Katiola,Côte d’Ivoire,Africa,8.1333,-5.1,Andrew,Andrew,Katiola,Côte d’Ivoire,Africa,8.1333,-5.1,Richard,Roque Pérez,Argentina,South America,-35.4167,-59.3167,Henry,Rionegro,Colombia,South America,6.1535,-75.3743
Frank lives in Cupira. Jason lives in Mahilyow. Leon lives in Daet. The person who lives closest to Frank is,Mahilyow,Belarus,Europe,53.9167,30.35,9286.240260368539,8485.756274795187,91.13803338321495,Jason,Cupira,Brazil,South America,-8.6169,-35.95,Frank,Frank,Cupira,Brazil,South America,-8.6169,-35.95,Jason,Mahilyow,Belarus,Europe,53.9167,30.35,Leon,Daet,Philippines,Asia,14.1142,122.9564
Brandon lives in Araraquara. Maria lives in Tel Aviv-Yafo. Hope lives in Barão do Grajaú. The person who lives closest to Brandon is,Barão do Grajaú,Brazil,South America,-6.7558,-43.0239,1761.3098560839846,1755.7062715507254,15.896116671061522,Hope,Araraquara,Brazil,South America,-21.7939,-48.1758,Brandon,Brandon,Araraquara,Brazil,South America,-21.7939,-48.1758,Maria,Tel Aviv-Yafo,Israel,Asia,32.08,34.78,Hope,Barão do Grajaú,Brazil,South America,-6.7558,-43.0239
Hunter lives in Fria. Mark lives in Pedras de Fogo. Martin lives in Puerto Tejada. The person who lives closest to Hunter is,Pedras de Fogo,Brazil,South America,-7.4019,-35.1158,3099.971909109594,3069.4816256302656,27.95163542496217,Mark,Fria,Guinea,Africa,10.3804,-13.55,Hunter,Hunter,Fria,Guinea,Africa,10.3804,-13.55,Mark,Pedras de Fogo,Brazil,South America,-7.4019,-35.1158,Martin,Puerto Tejada,Colombia,South America,3.25,-76.4167
Ian lives in Pôrto Esperidião. Matt lives in Sertã. Scott lives in Līkak. The person who lives closest to Ian is,Sertã,Portugal,Europe,39.8008,-8.1003,8088.828777618511,7556.382908472066,75.05612951018725,Matt,Pôrto Esperidião,Brazil,South America,-15.8528,-58.46,Ian,Ian,Pôrto Esperidião,Brazil,South America,-15.8528,-58.46,Matt,Sertã,Portugal,Europe,39.8008,-8.1003,Scott,Līkak,Iran,Asia,30.8928,50.0928
Mark lives in Luhansk. Robert lives in Lohja. Bob lives in Vágur. The person who lives closest to Mark is,Lohja,Finland,Europe,60.25,24.0667,1622.572583105721,1618.1909720465915,19.19952295761538,Robert,Luhansk,Ukraine,Europe,48.5678,39.3031,Mark,Mark,Luhansk,Ukraine,Europe,48.5678,39.3031,Robert,Lohja,Finland,Europe,60.25,24.0667,Bob,Vágur,Faroe Islands,Europe,61.4733,-6.8175
Emily lives in Massaranduba. Richard lives in Wuhu. Walker lives in Ibitiara. The person who lives closest to Emily is,Ibitiara,Brazil,South America,-12.6519,-42.2178,928.9375803010663,928.1149253172283,8.429351625125149,Walker,Massaranduba,Brazil,South America,-7.2,-35.7889,Emily,Emily,Massaranduba,Brazil,South America,-7.2,-35.7889,Richard,Wuhu,China,Asia,31.3526,118.4331,Walker,Ibitiara,Brazil,South America,-12.6519,-42.2178
Leon lives in Plav. Blake lives in Złotoryja. John lives in San José. The person who lives closest to Leon is,Złotoryja,Poland,Europe,51.1333,15.9167,996.5457841824208,995.5301612635177,9.434201173390354,Blake,Plav,Montenegro,Europe,42.6,19.94,Leon,Leon,Plav,Montenegro,Europe,42.6,19.94,Blake,Złotoryja,Poland,Europe,51.1333,15.9167,John,San José,Colombia,South America,1.4744,-77.0836
John lives in Aribinda. Jack lives in Eisenberg. Matt lives in Samaná. The person who lives closest to John is,Eisenberg,Germany,Europe,50.9681,11.9014,4243.2514817586725,4165.257438722413,38.89324284885487,Jack,Aribinda,Burkina Faso,Africa,14.2292,-0.8633,John,John,Aribinda,Burkina Faso,Africa,14.2292,-0.8633,Jack,Eisenberg,Germany,Europe,50.9681,11.9014,Matt,Samaná,Colombia,South America,5.5833,-74.9167
Max lives in Görlitz. Frank lives in Joaquim Gomes. Walker lives in Banja Luka. The person who lives closest to Max is,Banja Luka,Bosnia and Herzegovina,Europe,44.7725,17.1925,728.1200426871385,727.7238453072691,6.750672276151463,Walker,Görlitz,Germany,Europe,51.1528,14.9872,Max,Max,Görlitz,Germany,Europe,51.1528,14.9872,Frank,Joaquim Gomes,Brazil,South America,-9.1328,-35.7478,Walker,Banja Luka,Bosnia and Herzegovina,Europe,44.7725,17.1925
George lives in Aalborg. Bob lives in Canindé. Aaron lives in San Francisco del Rincón. The person who lives closest to George is,Canindé,Brazil,South America,-4.3589,-39.3119,8129.317751183881,7588.945643728541,78.69241734125342,Bob,Aalborg,Denmark,Europe,57.0337,9.9166,George,George,Aalborg,Denmark,Europe,57.0337,9.9166,Bob,Canindé,Brazil,South America,-4.3589,-39.3119,Aaron,San Francisco del Rincón,Mexico,North America,21.0228,-101.86
Scott lives in Jepara. Peter lives in Kirovsk. Andrew lives in Quilmes. The person who lives closest to Scott is,Kirovsk,Russia,Asia,59.8667,30.9833,10065.417983254445,9050.78503904281,103.72272767122934,Peter,Jepara,Indonesia,Asia,-6.5333,110.6667,Scott,Scott,Jepara,Indonesia,Asia,-6.5333,110.6667,Peter,Kirovsk,Russia,Asia,59.8667,30.9833,Andrew,Quilmes,Argentina,South America,-34.7167,-58.2667
Max lives in Potosí. Peter lives in Zoeterwoude. Jerry lives in Miranda. The person who lives closest to Max is,Miranda,Brazil,South America,-20.2408,-56.3778,982.7051239540168,981.7312246633286,9.398115918097622,Jerry,Potosí,Bolivia,South America,-19.5892,-65.7533,Max,Max,Potosí,Bolivia,South America,-19.5892,-65.7533,Peter,Zoeterwoude,Netherlands,Europe,52.1333,4.5,Jerry,Miranda,Brazil,South America,-20.2408,-56.3778
Alex lives in Brokopondo. Luke lives in Boundiali. Hunter lives in Acarape. The person who lives closest to Alex is,Acarape,Brazil,South America,-4.2242,-38.7083,2080.449921680113,2071.2185456437114,18.725821567290446,Hunter,Brokopondo,Suriname,South America,5.0667,-54.9667,Alex,Alex,Brokopondo,Suriname,South America,5.0667,-54.9667,Luke,Boundiali,Côte d’Ivoire,Africa,9.5167,-6.4833,Hunter,Acarape,Brazil,South America,-4.2242,-38.7083
Andrew lives in Yang Talat. Richard lives in Orlândia. Alice lives in Araçatuba. The person who lives closest to Andrew is,Orlândia,Brazil,South America,-20.7203,-47.8867,16951.33315102856,12375.4386083425,155.7428187566284,Richard,Yang Talat,Thailand,Asia,16.3998,103.3678,Andrew,Andrew,Yang Talat,Thailand,Asia,16.3998,103.3678,Richard,Orlândia,Brazil,South America,-20.7203,-47.8867,Alice,Araçatuba,Brazil,South America,-21.2089,-50.4328
Jason lives in Līkak. Leon lives in Kalach-na-Donu. Kyle lives in Gevgelija. The person who lives closest to Jason is,Kalach-na-Donu,Russia,Asia,48.7,43.5167,2056.28328119466,2047.3696051162676,18.982662169727405,Leon,Līkak,Iran,Asia,30.8928,50.0928,Jason,Jason,Līkak,Iran,Asia,30.8928,50.0928,Leon,Kalach-na-Donu,Russia,Asia,48.7,43.5167,Kyle,Gevgelija,North Macedonia,Europe,41.1392,22.5025
Jerry lives in Falan. Matt lives in Ko Samui. Neil lives in Moroto. The person who lives closest to Jerry is,Moroto,Uganda,Africa,2.53,34.67,12151.200492091588,10391.404090919405,109.65090775223888,Neil,Falan,Colombia,South America,5.1333,-74.95,Jerry,Jerry,Falan,Colombia,South America,5.1333,-74.95,Matt,Ko Samui,Thailand,Asia,9.5,100.0,Neil,Moroto,Uganda,Africa,2.53,34.67
Rose lives in Chilapa de Álvarez. Bob lives in Karabük. Dean lives in Mesetas. The person who lives closest to Rose is,Mesetas,Colombia,South America,3.3781,-74.0447,3162.8043711190403,3130.426183092779,28.87517794404045,Dean,Chilapa de Álvarez,Mexico,North America,17.5944,-99.1778,Rose,Rose,Chilapa de Álvarez,Mexico,North America,17.5944,-99.1778,Bob,Karabük,Turkey,Europe,41.1986,32.6264,Dean,Mesetas,Colombia,South America,3.3781,-74.0447
George lives in Heidelberg. Rachel lives in Saboyá. Laura lives in Golyshmanovo. The person who lives closest to George is,Golyshmanovo,Russia,Asia,56.3819,68.3715,3944.2404796416595,3881.5527146439595,60.060046404244474,Laura,Heidelberg,Germany,Europe,49.4167,8.7167,George,George,Heidelberg,Germany,Europe,49.4167,8.7167,Rachel,Saboyá,Colombia,South America,5.7,-73.7667,Laura,Golyshmanovo,Russia,Asia,56.3819,68.3715
Laura lives in Paraguaçu. Grant lives in Jocotitlán. Charlie lives in Santa Isabel do Ivaí. The person who lives closest to Laura is,Santa Isabel do Ivaí,Brazil,South America,-23.0053,-53.1878,780.9141922702602,780.4254252057508,7.566012873369968,Charlie,Paraguaçu,Brazil,South America,-21.5331,-45.7664,Laura,Laura,Paraguaçu,Brazil,South America,-21.5331,-45.7664,Grant,Jocotitlán,Mexico,North America,19.7072,-99.7867,Charlie,Santa Isabel do Ivaí,Brazil,South America,-23.0053,-53.1878
Ian lives in Nowy Targ. Max lives in Ad Darbāsīyah. Andrew lives in Ouro Preto d’Oeste. The person who lives closest to Ian is,Ad Darbāsīyah,Syria,Asia,37.0728,40.652,2153.244655459723,2143.0109348783003,24.07123518434399,Max,Nowy Targ,Poland,Europe,49.4667,20.0167,Ian,Ian,Nowy Targ,Poland,Europe,49.4667,20.0167,Max,Ad Darbāsīyah,Syria,Asia,37.0728,40.652,Andrew,Ouro Preto d’Oeste,Brazil,South America,-10.7481,-62.2158
Kyle lives in Siyang. Richard lives in Shūshtar. Martin lives in Salerno. The person who lives closest to Kyle is,Shūshtar,Iran,Asia,32.045,48.8594,5740.303476947538,5548.096127792464,60.08163236106356,Richard,Siyang,China,Asia,27.2116,108.7463,Kyle,Kyle,Siyang,China,Asia,27.2116,108.7463,Richard,Shūshtar,Iran,Asia,32.045,48.8594,Martin,Salerno,Italy,Europe,40.6806,14.7594
Joy lives in Fundão. Michael lives in Kampong Thom. Charlie lives in Erie. The person who lives closest to Joy is,Erie,United States,North America,42.1167,-80.0733,5890.890385027546,5683.2681397756105,72.60039771550842,Charlie,Fundão,Portugal,Europe,40.1333,-7.5,Joy,Joy,Fundão,Portugal,Europe,40.1333,-7.5,Michael,Kampong Thom,Cambodia,Asia,12.7,104.9,Charlie,Erie,United States,North America,42.1167,-80.0733
Rose lives in San Lucas Sacatepéquez. Tyler lives in Cocorná. Marco lives in Kristiansund. The person who lives closest to Rose is,Cocorná,Colombia,South America,6.0569,-75.1853,1939.4102344576233,1931.930614615398,17.67560811202829,Tyler,San Lucas Sacatepéquez,Guatemala,North America,14.6167,-90.65,Rose,Rose,San Lucas Sacatepéquez,Guatemala,North America,14.6167,-90.65,Tyler,Cocorná,Colombia,South America,6.0569,-75.1853,Marco,Kristiansund,Norway,Europe,63.1105,7.7279
Brandon lives in San José de Bocay. Luke lives in Edinburg. Andrew lives in Kartal. The person who lives closest to Brandon is,Edinburg,United States,North America,26.3196,-98.1597,1937.1973182624424,1929.7432528305785,17.96984820887478,Luke,San José de Bocay,Nicaragua,North America,13.5333,-85.5333,Brandon,Brandon,San José de Bocay,Nicaragua,North America,13.5333,-85.5333,Luke,Edinburg,United States,North America,26.3196,-98.1597,Andrew,Kartal,Turkey,Europe,40.8872,29.19
Maria lives in Joaquim Gomes. John lives in Merced. Connor lives in Piripiri. The person who lives closest to Maria is,Piripiri,Brazil,South America,-4.2728,-41.7769,857.3668842806966,856.7200763310839,7.744007154567975,Connor,Joaquim Gomes,Brazil,South America,-9.1328,-35.7478,Maria,Maria,Joaquim Gomes,Brazil,South America,-9.1328,-35.7478,John,Merced,United States,North America,37.3057,-120.4779,Connor,Piripiri,Brazil,South America,-4.2728,-41.7769
Brandon lives in Kraśnik. Rachel lives in Calabar. William lives in Ouargla. The person who lives closest to Brandon is,Ouargla,Algeria,Africa,31.95,5.3167,2523.01390206047,2506.55953925583,25.403655423777106,William,Kraśnik,Poland,Europe,50.9167,22.2167,Brandon,Brandon,Kraśnik,Poland,Europe,50.9167,22.2167,Rachel,Calabar,Nigeria,Africa,4.9767,8.3383,William,Ouargla,Algeria,Africa,31.95,5.3167
Emily lives in Saint-Germain-en-Laye. Rachel lives in San Antonio de Los Altos. Kyle lives in Tallaght. The person who lives closest to Emily is,Tallaght,Ireland,Europe,53.2878,-6.3411,764.0883100600809,763.6304569915563,9.508416336067746,Kyle,Saint-Germain-en-Laye,France,Europe,48.8989,2.0938,Emily,Emily,Saint-Germain-en-Laye,France,Europe,48.8989,2.0938,Rachel,San Antonio de Los Altos,Venezuela,South America,10.3744,-66.9669,Kyle,Tallaght,Ireland,Europe,53.2878,-6.3411
Rachel lives in Unión de San Antonio. Ian lives in Ilorin. Walker lives in Caucaia. The person who lives closest to Rachel is,Caucaia,Brazil,South America,-3.7328,-38.6558,7427.210353064376,7013.715701451352,68.05370832423462,Walker,Unión de San Antonio,Mexico,North America,21.128,-102.006,Rachel,Rachel,Unión de San Antonio,Mexico,North America,21.128,-102.006,Ian,Ilorin,Nigeria,Africa,8.5,4.55,Walker,Caucaia,Brazil,South America,-3.7328,-38.6558
Connor lives in Jefferson City. Josh lives in Na Klang. Alex lives in Byerazino. The person who lives closest to Connor is,Byerazino,Belarus,Europe,53.8333,28.9833,8301.719612504212,7726.735859029236,122.11712959748931,Alex,Jefferson City,United States,North America,38.5676,-92.1759,Connor,Connor,Jefferson City,United States,North America,38.5676,-92.1759,Josh,Na Klang,Thailand,Asia,17.3072,102.1889,Alex,Byerazino,Belarus,Europe,53.8333,28.9833
Henry lives in Benemérito. Grant lives in Castelli. Dallas lives in Cambridge. The person who lives closest to Henry is,Cambridge,Canada,North America,43.3972,-80.3114,3144.6502547382447,3112.8252909243865,28.800783997835886,Dallas,Benemérito,Mexico,North America,16.5172,-90.6531,Henry,Henry,Benemérito,Mexico,North America,16.5172,-90.6531,Grant,Castelli,Argentina,South America,-25.95,-60.6167,Dallas,Cambridge,Canada,North America,43.3972,-80.3114
Jason lives in Copacabana. Kyle lives in Vareš. Frank lives in González. The person who lives closest to Jason is,González,Colombia,South America,8.4,-73.3333,331.5049588616384,331.46756253557396,2.9943008833448963,Frank,Copacabana,Colombia,South America,6.3333,-75.5,Jason,Jason,Copacabana,Colombia,South America,6.3333,-75.5,Kyle,Vareš,Bosnia and Herzegovina,Europe,44.1644,18.3283,Frank,González,Colombia,South America,8.4,-73.3333
Jack lives in Gemerek. Aaron lives in Oumé. Brandon lives in Cardoso Moreira. The person who lives closest to Jack is,Oumé,Côte d’Ivoire,Africa,6.3833,-5.4167,5521.905822653731,5350.68304680828,52.88418282435685,Aaron,Gemerek,Turkey,Europe,39.1819,36.0681,Jack,Jack,Gemerek,Turkey,Europe,39.1819,36.0681,Aaron,Oumé,Côte d’Ivoire,Africa,6.3833,-5.4167,Brandon,Cardoso Moreira,Brazil,South America,-21.4878,-41.6158
Grant lives in Hatvan. Scott lives in Concórdia. Richard lives in Csorna. The person who lives closest to Grant is,Csorna,Hungary,Europe,47.6167,17.25,181.36230992094414,181.35618627229607,2.420245865609524,Richard,Hatvan,Hungary,Europe,47.6681,19.6697,Grant,Grant,Hatvan,Hungary,Europe,47.6681,19.6697,Scott,Concórdia,Brazil,South America,-27.2339,-52.0278,Richard,Csorna,Hungary,Europe,47.6167,17.25
Alex lives in Jataìzinho. Mark lives in Raalte. Bob lives in Lashkar Gāh. The person who lives closest to Alex is,Raalte,Netherlands,Europe,52.3828,6.2828,10067.792311823285,9052.45614280523,94.86800646545704,Mark,Jataìzinho,Brazil,South America,-23.2539,-50.98,Alex,Alex,Jataìzinho,Brazil,South America,-23.2539,-50.98,Mark,Raalte,Netherlands,Europe,52.3828,6.2828,Bob,Lashkar Gāh,Afghanistan,Asia,31.5831,64.3692
Steve lives in Pocheon. Hope lives in Lechang. Peter lives in Samborondón. The person who lives closest to Steve is,Lechang,China,Asia,35.6415,111.4633,1422.1692653317011,1419.2183489619583,15.89738757941064,Hope,Pocheon,"Korea, South",Asia,37.8947,127.2002,Steve,Steve,Pocheon,"Korea, South",Asia,37.8947,127.2002,Hope,Lechang,China,Asia,35.6415,111.4633,Peter,Samborondón,Ecuador,South America,-2.1833,-79.8833
